consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,participant,session,study_id,date,expName,psychopyVersion,frameRate,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,374.8927752809832,y,0.46655557805206627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.42585619399324,377.42585619399324,377.42585619399324,377.42585619399324,377.42585619399324,377.42585619399324,377.42585619399324,2.967276050010696,20,5.0,2.953826386947185,,0.0125,-0.38333333333333336,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,389.1982754720375,389.1982754720375,389.1982754720375,389.1982754720375,389.1982754720375,389.1982754720375,389.1982754720375,389.1982754720375,389.1982754720375,391.17635888804216,space,0.1376127110561356,,,,,,,,,,,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.3454275020631,391.3454275020631,391.3454275020631,391.3454275020631,391.3454275020631,391.3454275020631,391.3454275020631,391.3454275020631,391.3454275020631,393.34267937298864,space,0.042303670081309974,,,,,,,,,,,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.41522632702254,393.41522632702254,393.41522632702254,393.41522632702254,393.41522632702254,393.41522632702254,393.41522632702254,393.41522632702254,393.41522632702254,395.39295135601424,space,0.17288966302294284,,,,,,,,,,,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.5950835159747,395.5950835159747,395.5950835159747,395.5950835159747,395.5950835159747,395.5950835159747,395.5950835159747,395.5950835159747,395.5950835159747,397.57636328204535,space,0.09157805202994496,,,,,,,,,,,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.6968967439607,397.6968967439607,397.6968967439607,397.6968967439607,397.6968967439607,397.6968967439607,397.6968967439607,397.6968967439607,397.6968967439607,399.69258976203855,space,0.4275363079505041,,,,,,,,,,,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.1448915740475,400.1448915740475,400.1448915740475,400.1448915740475,400.1448915740475,400.1448915740475,400.1448915740475,400.1448915740475,400.1448915740475,402.1263569740113,space,0.23251784802414477,,,,,,,,,,,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.3799945350038,402.3799945350038,402.3799945350038,402.3799945350038,402.3799945350038,402.3799945350038,402.3799945350038,402.3799945350038,402.3799945350038,404.3765838870313,space,0.08510590600781143,,,,,,,,,,,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.4926686830586,404.4926686830586,404.4926686830586,404.4926686830586,404.4926686830586,404.4926686830586,404.4926686830586,404.4926686830586,404.4926686830586,406.4762506390689,space,0.5472546560922638,,,,,,,,,,,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,,,,,,39,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19in,images/all_images/19in.jpeg,,,,,,,,,,,,,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.12255039205775,407.12255039205775,407.12255039205775,407.12255039205775,407.12255039205775,408.4426974230446,1.34375,2.5822309569921345,space,1.9211997470119968,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/all_images/6cn.jpeg,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.40384531300515,410.40384531300515,410.40384531300515,410.40384531300515,410.40384531300515,410.95938432205,1.6270833333333332,0.5362258009845391,space,0.17856681114062667,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/all_images/9cs.jpeg,,,,,,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.16891488502733,411.16891488502733,411.16891488502733,411.16891488502733,411.16891488502733,411.7762552270433,1.5354166666666667,0.590656099957414,space,0.18220858508720994,,,,2023-03-13_19h11.46.635,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.9919888000004,411.9919888000004,411.9919888000004,411.9919888000004,411.9919888000004,,,,,,,,,,,,,
