consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text1.started,scales_images.started,add_question_text2.started,next_slide_text.started,spacebar_continue_7.started,scale_slider.response,spacebar_continue_7.keys,spacebar_continue_7.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/pointed_maps_images/16in.jpeg,,,,,,,,,,,,,0,25,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9492299950216,73.9492299950216,73.9492299950216,73.9492299950216,73.9492299950216,74.05100085993763,1.775,0.09086991695221514,space,0.04320068110246211,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,71,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cn,images/pointed_maps_images/11cn.jpeg,,,,,,,,,,,,,0,26,26,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.12907616596203,74.12907616596203,74.12907616596203,74.12907616596203,74.12907616596203,74.21756147092674,1.775,0.07439875695854425,space,0.06241557700559497,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/pointed_maps_images/10cs.jpeg,,,,,,,,,,,,,0,27,27,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.31287184997927,74.31287184997927,74.31287184997927,74.31287184997927,74.31287184997927,74.40147394000087,1.775,0.07421321305446327,space,0.0417415089905262,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,78,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cs,images/pointed_maps_images/18cs.jpeg,,,,,,,,,,,,,0,28,28,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4836277429713,74.4836277429713,74.4836277429713,74.4836277429713,74.4836277429713,74.55123107798863,1.775,0.056220193044282496,space,0.06141004606615752,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/pointed_maps_images/9cs.jpeg,,,,,,,,,,,,,0,29,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.64523936097976,74.64523936097976,74.64523936097976,74.64523936097976,74.64523936097976,74.71806845092215,1.775,0.05848626303486526,space,0.052608849946409464,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/pointed_maps_images/10cn.jpeg,,,,,,,,,,,,,0,30,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.80815614794847,74.80815614794847,74.80815614794847,74.80815614794847,74.80815614794847,74.86758916301187,1.775,0.04262407997157425,space,0.08057447301689535,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/pointed_maps_images/15is.jpeg,,,,,,,,,,,,,0,31,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.98066752799787,74.98066752799787,74.98066752799787,74.98066752799787,74.98066752799787,75.06798342592083,1.775,0.07399882795289159,space,0.03756184200756252,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,57,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17is,images/pointed_maps_images/17is.jpeg,,,,,,,,,,,,,0,32,32,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.14404356398154,75.14404356398154,75.14404356398154,75.14404356398154,75.14404356398154,75.21760576998349,1.775,0.05676294595468789,space,0.057325099129229784,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/pointed_maps_images/2in.jpeg,,,,,,,,,,,,,0,33,33,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.31593299296219,75.31593299296219,75.31593299296219,75.31593299296219,75.31593299296219,75.36744252394419,1.775,0.042539353016763926,space,0.10186782397795469,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,34,34,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.51172308798414,75.51172308798414,75.51172308798414,75.51172308798414,75.51172308798414,75.55096217093524,1.775,0.02748167107347399,space,0.10791892698034644,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/pointed_maps_images/4in.jpeg,,,,,,,,,,,,,0,35,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.69946089491714,75.69946089491714,75.69946089491714,75.69946089491714,75.69946089491714,75.73422777897213,1.775,0.03281840099953115,space,0.11591300612781197,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,72,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12is,images/pointed_maps_images/12is.jpeg,,,,,,,,,,,,,0,36,36,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.87809392798226,75.87809392798226,75.87809392798226,75.87809392798226,75.87809392798226,76.06757764192298,1.775,0.32591707597021013,space,0.1475213970988989,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,49,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9is,images/pointed_maps_images/9is.jpeg,,,,,,,,,,,,,0,37,37,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.24636654998176,76.24636654998176,76.24636654998176,76.24636654998176,76.24636654998176,76.38439799193293,1.775,0.12391536694485694,space,0.017613791045732796,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,40,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cs,images/pointed_maps_images/20cs.jpeg,,,,,,,,,,,,,0,38,38,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.44204066193197,76.44204066193197,76.44204066193197,76.44204066193197,76.44204066193197,76.53421393793542,1.775,0.07585042505525053,space,0.04199349496047944,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,64,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4is,images/pointed_maps_images/4is.jpeg,,,,,,,,,,,,,0,39,39,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.61306357895955,76.61306357895955,76.61306357895955,76.61306357895955,76.61306357895955,76.73445000592619,1.775,0.10704426106531173,space,0.0370314089814201,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,35,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15in,images/pointed_maps_images/15in.jpeg,,,,,,,,,,,,,0,40,40,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8092300039716,76.8092300039716,76.8092300039716,76.8092300039716,76.8092300039716,76.90121605095919,1.775,0.07418612402398139,space,0.06528898002579808,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/pointed_maps_images/20is.jpeg,,,,,,,,,,,,,0,41,41,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.99698478193022,76.99698478193022,76.99698478193022,76.99698478193022,76.99698478193022,77.03453568601981,1.775,0.030754534993320704,space,0.1103724860586226,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/pointed_maps_images/11in.jpeg,,,,,,,,,,,,,0,42,42,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.17991335003171,77.17991335003171,77.17991335003171,77.17991335003171,77.17991335003171,77.21755204198416,1.775,0.031131779891438782,space,0.095975236967206,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,76,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16is,images/pointed_maps_images/16is.jpeg,,,,,,,,,,,,,0,43,43,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3493109169649,77.3493109169649,77.3493109169649,77.3493109169649,77.3493109169649,77.3844797059428,1.775,0.03171123506035656,space,0.10500895394943655,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,32,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cs,images/pointed_maps_images/12cs.jpeg,,,,,,,,,,,,,0,44,44,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.52691805898212,77.52691805898212,77.52691805898212,77.52691805898212,77.52691805898212,77.56840491096955,1.775,0.027234110049903393,space,0.09410646406468004,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,66,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cs,images/pointed_maps_images/6cs.jpeg,,,,,,,,,,,,,0,45,45,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.69661838200409,77.69661838200409,77.69661838200409,77.69661838200409,77.69661838200409,77.76757624791935,1.775,0.05776853102724999,space,0.07566167006734759,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/pointed_maps_images/4cn.jpeg,,,,,,,,,,,,,0,46,46,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.87830758094788,77.87830758094788,77.87830758094788,77.87830758094788,77.87830758094788,77.91763281996828,1.775,0.030240006977692246,space,0.08626424300018698,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/pointed_maps_images/15cn.jpeg,,,,,,,,,,,,,0,47,47,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.04346823692322,78.04346823692322,78.04346823692322,78.04346823692322,78.04346823692322,78.15127534000203,1.775,0.09051924105733633,space,0.0213761170161888,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/pointed_maps_images/11cs.jpeg,,,,,,,,,,,,,0,48,48,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.21046855999157,78.21046855999157,78.21046855999157,78.21046855999157,78.21046855999157,78.31819351494778,1.775,0.09218798205256462,space,0.039152437006123364,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/pointed_maps_images/6cn.jpeg,,,,,,,,,,,,,0,49,49,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.39378292998299,78.39378292998299,78.39378292998299,78.39378292998299,78.39378292998299,78.51799969095737,1.775,0.10610998794436455,space,0.04837826802395284,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/pointed_maps_images/2cs.jpeg,,,,,,,,,,,,,0,50,50,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.60004228493199,78.60004228493199,78.60004228493199,78.60004228493199,78.60004228493199,78.70154137897771,1.775,0.08920298796147108,space,0.07348782592453063,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,20,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20in,images/pointed_maps_images/20in.jpeg,,,,,,,,,,,,,0,51,51,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8129318410065,78.8129318410065,78.8129318410065,78.8129318410065,78.8129318410065,78.90149241499603,1.775,0.30879948707297444,space,0.6135301849571988,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/pointed_maps_images/6is.jpeg,,,,,,,,,,,,,0,52,52,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.54651094903238,79.54651094903238,79.54651094903238,79.54651094903238,79.54651094903238,80.38449333701283,1.775,0.8231286719674245,space,0.21299889800138772,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,63,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cn,images/pointed_maps_images/3cn.jpeg,,,,,,,,,,,,,0,53,53,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.62711167801172,80.62711167801172,80.62711167801172,80.62711167801172,80.62711167801172,81.15133547701407,1.775,0.5083827240159735,space,0.12493157899007201,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,3,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3is,images/pointed_maps_images/3is.jpeg,,,,,,,,,,,,,0,54,54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.31265565997455,81.31265565997455,81.31265565997455,81.31265565997455,81.31265565997455,81.81773330399301,1.775,0.48947167699225247,space,0.11693319713231176,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,33,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cn,images/pointed_maps_images/13cn.jpeg,,,,,,,,,,,,,0,55,55,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.97526077297516,81.97526077297516,81.97526077297516,81.97526077297516,81.97526077297516,82.41748125501908,1.775,0.4247961789369583,space,0.1877669650129974,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,27,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7in,images/pointed_maps_images/7in.jpeg,,,,,,,,,,,,,0,56,56,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.64277515595313,82.64277515595313,82.64277515595313,82.64277515595313,82.64277515595313,83.36757566395681,1.775,0.70755420695059,space,1.5786024230765179,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/pointed_maps_images/14cn.jpeg,,,,,,,,,,,,,0,57,57,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.98004861897789,84.98004861897789,84.98004861897789,84.98004861897789,84.98004861897789,85.51779795298353,1.775,0.5239085570210591,space,0.08988639991730452,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/pointed_maps_images/9cn.jpeg,,,,,,,,,,,,,0,58,58,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.65103169903159,85.65103169903159,85.65103169903159,85.65103169903159,85.65103169903159,89.05135408800561,1.775,3.3866340439999476,space,0.04995820403564721,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,22,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2is,images/pointed_maps_images/2is.jpeg,,,,,,,,,,,,,0,59,59,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.13959583395626,89.13959583395626,89.13959583395626,89.13959583395626,89.13959583395626,89.5344053109875,1.775,0.3764054790372029,space,0.09698311309330165,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/pointed_maps_images/16cs.jpeg,,,,,,,,,,,,,0,60,60,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.669567573932,89.669567573932,89.669567573932,89.669567573932,89.669567573932,90.08466417901218,1.775,0.4028971140505746,space,0.0426051439717412,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/pointed_maps_images/8is.jpeg,,,,,,,,,,,,,0,61,61,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.16311301093083,90.16311301093083,90.16311301093083,90.16311301093083,90.16311301093083,90.60117754200473,1.775,0.4249611370032653,space,0.07856348401401192,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/pointed_maps_images/17cn.jpeg,,,,,,,,,,,,,0,62,62,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.71150473202579,90.71150473202579,90.71150473202579,90.71150473202579,90.71150473202579,91.82614789099898,1.775,1.1037098430097103,space,0.35896931297611445,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,67,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cn,images/pointed_maps_images/7cn.jpeg,,,,,,,,,,,,,0,63,63,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.22608610894531,92.22608610894531,92.22608610894531,92.22608610894531,92.22608610894531,92.63417627499439,1.775,0.3912614389555529,space,0.1581273120827973,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/pointed_maps_images/2cn.jpeg,,,,,,,,,,,,,0,64,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.83249659498688,92.83249659498688,92.83249659498688,92.83249659498688,92.83249659498688,103.05108781694435,1.775,10.206727704964578,space,0.10918927902821451,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,48,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cn,images/pointed_maps_images/8cn.jpeg,,,,,,,,,,,,,0,65,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.19647037691902,103.19647037691902,103.19647037691902,103.19647037691902,103.19647037691902,104.06752335594501,1.5458333333333334,0.8583263880573213,space,0.4375412160297856,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/pointed_maps_images/5cn.jpeg,,,,,,,,,,,,,0,66,66,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.54273411491886,104.54273411491886,104.54273411491886,104.54273411491886,104.54273411491886,105.1509968949249,1.6479166666666667,1.1583990380167961,space,0.8030281020328403,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,61,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1in,images/pointed_maps_images/1in.jpeg,,,,,,,,,,,,,0,67,67,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.99116694997065,105.99116694997065,105.99116694997065,105.99116694997065,105.99116694997065,106.33442977396771,1.65,0.3258659669663757,space,0.02084668993484229,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,77,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17in,images/pointed_maps_images/17in.jpeg,,,,,,,,,,,,,0,68,68,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.39336775499396,106.39336775499396,106.39336775499396,106.39336775499396,106.39336775499396,106.51766873896122,1.65,0.10797896899748594,space,0.016859543975442648,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/pointed_maps_images/13cs.jpeg,,,,,,,,,,,,,0,69,69,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.56210739398375,106.56210739398375,106.56210739398375,106.56210739398375,106.56210739398375,106.66773495799862,1.65,0.08934945403598249,space,0.013670247048139572,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,79,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cn,images/pointed_maps_images/19cn.jpeg,,,,,,,,,,,,,0,70,70,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.71224264497869,106.71224264497869,106.71224264497869,106.71224264497869,106.71224264497869,106.80100234795827,1.65,0.07261132705025375,space,0.011272819014266133,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/pointed_maps_images/17cs.jpeg,,,,,,,,,,,,,0,71,71,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.85071040096227,106.85071040096227,106.85071040096227,106.85071040096227,106.85071040096227,106.93432428501546,1.65,0.07295263092964888,space,0.014762869104743004,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,65,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5in,images/pointed_maps_images/5in.jpeg,,,,,,,,,,,,,0,72,72,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.97822497901507,106.97822497901507,106.97822497901507,106.97822497901507,106.97822497901507,107.06771564797964,1.65,0.07354953105095774,space,0.017122032935731113,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/pointed_maps_images/16cn.jpeg,,,,,,,,,,,,,0,73,73,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.12451378896367,107.12451378896367,107.12451378896367,107.12451378896367,107.12451378896367,107.18422808102332,1.65,0.043342408956959844,space,0.06018993002362549,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
,,,,,,34,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14is,images/pointed_maps_images/14is.jpeg,,,,,,,,,,,,,0,74,74,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.28253872995265,107.28253872995265,107.28253872995265,107.28253872995265,107.28253872995265,107.31783061695751,1.65,0.032890364062041044,space,0.06263831700198352,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h38.24.030,BZ,2022.2.4,None,
