consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text1.started,scales_images.started,add_question_text2.started,next_slide_text.started,spacebar_continue_7.started,scale_slider.response,spacebar_continue_7.keys,spacebar_continue_7.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,date,expName,psychopyVersion,frameRate,
,,,,,,54,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14in,images/pointed_maps_images/14in.jpeg,,,,,,,,,,,,,0,30,30,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.6273334109937,826.6273334109937,826.6273334109937,826.6273334109937,826.6273334109937,826.7624245970001,1.6229166666666668,0.12089098199794535,space,0.11820862899912754,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,48,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cn,images/pointed_maps_images/8cn.jpeg,,,,,,,,,,,,,0,31,31,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.9214909189977,826.9214909189977,826.9214909189977,826.9214909189977,826.9214909189977,827.0791385439952,1.6229166666666668,0.30677989900141256,space,0.14852136600529775,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,52,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cn,images/pointed_maps_images/12cn.jpeg,,,,,,,,,,,,,0,32,32,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.2577624749974,827.2577624749974,827.2577624749974,827.2577624749974,827.2577624749974,827.3957692769982,1.6229166666666668,0.3066027840031893,space,1.6366479130010703,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/pointed_maps_images/11in.jpeg,,,,,,,,,,,,,0,33,33,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.0721471439974,829.0721471439974,829.0721471439974,829.0721471439974,829.0721471439974,829.512567547994,1.2041666666666666,0.4224004990028334,space,0.02630942500400124,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,65,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5in,images/pointed_maps_images/5in.jpeg,,,,,,,,,,,,,0,34,34,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.5742419989983,829.5742419989983,829.5742419989983,829.5742419989983,829.5742419989983,829.9456283369946,1.2041666666666666,0.3573243540013209,space,0.11140977800096152,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,27,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7in,images/pointed_maps_images/7in.jpeg,,,,,,,,,,,,,0,35,35,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0900784659971,830.0900784659971,830.0900784659971,830.0900784659971,830.0900784659971,830.2791639189963,1.2041666666666666,0.17461654399812687,space,0.12257010300527327,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,66,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cs,images/pointed_maps_images/6cs.jpeg,,,,,,,,,,,,,0,36,36,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.4382205479997,830.4382205479997,830.4382205479997,830.4382205479997,830.4382205479997,830.6792645669993,1.2333333333333334,0.22454435800318606,space,0.05526135800027987,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/pointed_maps_images/17cn.jpeg,,,,,,,,,,,,,0,37,37,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.7704815469988,830.7704815469988,830.7704815469988,830.7704815469988,830.7704815469988,830.9454877219978,1.2833333333333332,0.1615704049982014,space,0.1347171130037168,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/pointed_maps_images/8is.jpeg,,,,,,,,,,,,,0,38,38,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.1215831949958,831.1215831949958,831.1215831949958,831.1215831949958,831.1215831949958,831.2125426409984,1.5583333333333333,0.07372592699539382,space,0.05060737999883713,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,72,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12is,images/pointed_maps_images/12is.jpeg,,,,,,,,,,,,,0,39,39,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.3041064139979,831.3041064139979,831.3041064139979,831.3041064139979,831.3041064139979,831.5789196400001,1.5583333333333333,0.2572380090059596,space,0.07574447800288908,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/pointed_maps_images/5cn.jpeg,,,,,,,,,,,,,0,40,40,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.6951517239941,831.6951517239941,831.6951517239941,831.6951517239941,831.6951517239941,831.8957033389961,1.74375,0.18695493399718544,space,0.0032465100011904724,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/pointed_maps_images/13cs.jpeg,,,,,,,,,,,,,0,41,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.9398934939964,831.9398934939964,831.9398934939964,831.9398934939964,831.9398934939964,832.1289719549968,1.74375,0.17000579000159632,space,0.16609667599550448,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/pointed_maps_images/20is.jpeg,,,,,,,,,,,,,0,42,42,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.3299229240001,832.3299229240001,832.3299229240001,832.3299229240001,832.3299229240001,832.4457121099986,1.74375,0.10427406999951927,space,0.05124602699652314,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,32,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cs,images/pointed_maps_images/12cs.jpeg,,,,,,,,,,,,,0,43,43,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.5370978239953,832.5370978239953,832.5370978239953,832.5370978239953,832.5370978239953,833.2957465149957,1.6479166666666667,0.7409673360016313,space,0.060113175997685175,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,79,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cn,images/pointed_maps_images/19cn.jpeg,,,,,,,,,,,,,0,44,44,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.3906362689959,833.3906362689959,833.3906362689959,833.3906362689959,833.3906362689959,833.6456774580001,1.4354166666666668,0.2419463620026363,space,0.06014287200378021,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/pointed_maps_images/11cs.jpeg,,,,,,,,,,,,,0,45,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.7477400909993,833.7477400909993,833.7477400909993,833.7477400909993,833.7477400909993,833.8452857779994,1.43125,0.08687559799727751,space,0.032362645004468504,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,61,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1in,images/pointed_maps_images/1in.jpeg,,,,,,,,,,,,,0,46,46,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.9079875519965,833.9079875519965,833.9079875519965,833.9079875519965,833.9079875519965,834.0455181289944,1.43125,0.12304984699585475,space,0.015531315999396611,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,47,47,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.0900246519959,834.0900246519959,834.0900246519959,834.0900246519959,834.0900246519959,834.262021824994,1.5375,0.159098622003512,space,0.15936756000155583,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,63,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cn,images/pointed_maps_images/3cn.jpeg,,,,,,,,,,,,,0,48,48,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.4565423769964,834.4565423769964,834.4565423769964,834.4565423769964,834.4565423769964,834.4953462289996,1.6395833333333334,0.02950998499727575,space,0.09594772999844281,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/pointed_maps_images/10cs.jpeg,,,,,,,,,,,,,0,49,49,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.623360695994,834.623360695994,834.623360695994,834.623360695994,834.623360695994,834.6957818029987,1.6645833333333333,0.057687248998263385,space,0.07053737100068247,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/pointed_maps_images/16in.jpeg,,,,,,,,,,,,,0,50,50,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.8282194899948,834.8282194899948,834.8282194899948,834.8282194899948,834.8282194899948,834.9126096529944,1.7416666666666667,0.06922550899616908,space,0.028812219999963418,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/pointed_maps_images/4in.jpeg,,,,,,,,,,,,,0,51,51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.9792793939996,834.9792793939996,834.9792793939996,834.9792793939996,834.9792793939996,835.0956064239945,1.75,0.10415610000200104,space,0.02326903600624064,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,74,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cs,images/pointed_maps_images/14cs.jpeg,,,,,,,,,,,,,0,52,52,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.1628130149984,835.1628130149984,835.1628130149984,835.1628130149984,835.1628130149984,835.2959262500008,1.7604166666666667,0.12141635899752146,space,0.0036905419983668253,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,21,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cn,images/pointed_maps_images/1cn.jpeg,,,,,,,,,,,,,0,53,53,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.3376857490002,835.3376857490002,835.3376857490002,835.3376857490002,835.3376857490002,835.5458098909949,1.7895833333333333,0.18935225599852856,space,0.11925233300280524,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/pointed_maps_images/7is.jpeg,,,,,,,,,,,,,0,54,54,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.7056088589961,835.7056088589961,835.7056088589961,835.7056088589961,835.7056088589961,835.8955895420004,1.7604166666666667,0.1718391519971192,space,0.08442572799685877,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,43,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cs,images/pointed_maps_images/3cs.jpeg,,,,,,,,,,,,,0,55,55,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.023651577998,836.023651577998,836.023651577998,836.023651577998,836.023651577998,836.2791415609972,1.7291666666666665,0.23729003700282192,space,0.04670738900313154,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/pointed_maps_images/15is.jpeg,,,,,,,,,,,,,0,56,56,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.3606471169987,836.3606471169987,836.3606471169987,836.3606471169987,836.3606471169987,836.4789240329992,1.7208333333333332,0.10810717900312738,space,0.03333910599758383,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,73,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13in,images/pointed_maps_images/13in.jpeg,,,,,,,,,,,,,0,57,57,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.5542021849978,836.5542021849978,836.5542021849978,836.5542021849978,836.5542021849978,836.6456216509978,1.6625,0.07597280100162607,space,0.04792111500137253,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/pointed_maps_images/16cs.jpeg,,,,,,,,,,,,,0,58,58,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.7221297789947,836.7221297789947,836.7221297789947,836.7221297789947,836.7221297789947,836.8124744349989,1.6625,0.07317256399983307,space,0.044567388998984825,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,67,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cn,images/pointed_maps_images/7cn.jpeg,,,,,,,,,,,,,0,59,59,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.8866233669978,836.8866233669978,836.8866233669978,836.8866233669978,836.8866233669978,836.9788176069997,1.6604166666666667,0.07528531000571093,space,0.04343478899681941,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,33,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cn,images/pointed_maps_images/13cn.jpeg,,,,,,,,,,,,,0,60,60,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.0606136849965,837.0606136849965,837.0606136849965,837.0606136849965,837.0606136849965,837.1459324259995,1.6604166666666667,0.07390332900104113,space,0.0437477149971528,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,34,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14is,images/pointed_maps_images/14is.jpeg,,,,,,,,,,,,,0,61,61,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.2236499360006,837.2236499360006,837.2236499360006,837.2236499360006,837.2236499360006,837.2959589210004,1.6604166666666667,0.05923065899696667,space,0.05748962400684832,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/pointed_maps_images/4cn.jpeg,,,,,,,,,,,,,0,62,62,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.3976620479953,837.3976620479953,837.3976620479953,837.3976620479953,837.3976620479953,837.4791623389974,1.6604166666666667,0.06998301799467299,space,0.028312408001511358,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/pointed_maps_images/9cn.jpeg,,,,,,,,,,,,,0,63,63,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.5439717509944,837.5439717509944,837.5439717509944,837.5439717509944,837.5439717509944,837.6456750500001,1.6604166666666667,0.09114615200087428,space,0.02759824100212427,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/pointed_maps_images/7cs.jpeg,,,,,,,,,,,,,0,64,64,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.7103192849972,837.7103192849972,837.7103192849972,837.7103192849972,837.7103192849972,837.8287722509995,1.6604166666666667,0.10910280700045405,space,0.012256242000148632,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/pointed_maps_images/17cs.jpeg,,,,,,,,,,,,,0,65,65,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.8775537399997,837.8775537399997,837.8775537399997,837.8775537399997,837.8775537399997,837.9958430019979,1.6604166666666667,0.10749963499984005,space,0.010690575996704865,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/pointed_maps_images/2in.jpeg,,,,,,,,,,,,,0,66,66,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.0440238379961,838.0440238379961,838.0440238379961,838.0440238379961,838.0440238379961,838.1455930349985,1.6604166666666667,0.09091423300560564,space,0.01917737199983094,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,64,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4is,images/pointed_maps_images/4is.jpeg,,,,,,,,,,,,,0,67,67,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.2040194169967,838.2040194169967,838.2040194169967,838.2040194169967,838.2040194169967,838.3123628579997,1.6604166666666667,0.09038802800205303,space,0.01965112500329269,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/pointed_maps_images/11is.jpeg,,,,,,,,,,,,,0,68,68,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.3715269189997,838.3715269189997,838.3715269189997,838.3715269189997,838.3715269189997,838.4791163499976,1.6604166666666667,0.09124795599927893,space,0.029551624997111503,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/pointed_maps_images/19is.jpeg,,,,,,,,,,,,,0,69,69,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.5472940299951,838.5472940299951,838.5472940299951,838.5472940299951,838.5472940299951,838.6457760259946,1.6604166666666667,0.08797140899696387,space,0.023636179001186974,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,20,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20in,images/pointed_maps_images/20in.jpeg,,,,,,,,,,,,,0,70,70,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.7105592039952,838.7105592039952,838.7105592039952,838.7105592039952,838.7105592039952,838.8292511010004,1.6604166666666667,0.10839287700218847,space,0.0016034209984354675,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,55,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cs,images/pointed_maps_images/15cs.jpeg,,,,,,,,,,,,,0,71,71,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.8690364149952,838.8690364149952,838.8690364149952,838.8690364149952,838.8690364149952,839.0123138439958,1.6604166666666667,0.29223548699519597,space,0.156455072996323,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,23,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3in,images/pointed_maps_images/3in.jpeg,,,,,,,,,,,,,0,72,72,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.2128233429976,839.2128233429976,839.2128233429976,839.2128233429976,839.2128233429976,839.3458710470004,1.6604166666666667,0.11940036599844461,space,0.004404904000693932,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,39,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19in,images/pointed_maps_images/19in.jpeg,,,,,,,,,,,,,0,73,73,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.388293156997,839.388293156997,839.388293156997,839.388293156997,839.388293156997,839.5128702309958,1.6604166666666667,0.5399454979997245,space,0.5313908809985151,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/pointed_maps_images/5cs.jpeg,,,,,,,,,,,,,0,74,74,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0780918519959,840.0780918519959,840.0780918519959,840.0780918519959,840.0780918519959,840.5792541139963,1.4333333333333333,0.4865844830055721,space,0.06059867800649954,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/pointed_maps_images/14cn.jpeg,,,,,,,,,,,,,0,75,75,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.6746161749979,840.6746161749979,840.6746161749979,840.6746161749979,840.6746161749979,841.2785648509962,1.2354166666666666,1.1564887030035607,space,0.7442050660029054,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,69,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9in,images/pointed_maps_images/9in.jpeg,,,,,,,,,,,,,0,76,76,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.0576487709986,842.0576487709986,842.0576487709986,842.0576487709986,842.0576487709986,842.5951990179965,1.5208333333333335,0.525592226003937,space,0.09287913800653769,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/pointed_maps_images/2cs.jpeg,,,,,,,,,,,,,0,77,77,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.7210528559954,842.7210528559954,842.7210528559954,842.7210528559954,842.7210528559954,843.1956317349977,1.73125,0.45860874999925727,space,0.05311856900516432,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/pointed_maps_images/18is.jpeg,,,,,,,,,,,,,0,78,78,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.2869575379955,843.2869575379955,843.2869575379955,843.2869575379955,843.2869575379955,843.7623166009944,1.9,0.458245084999362,space,0.11710380899603479,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
,,,,,,53,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13is,images/pointed_maps_images/13is.jpeg,,,,,,,,,,,,,0,79,79,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.9236753489968,843.9236753489968,843.9236753489968,843.9236753489968,843.9236753489968,844.5455744239953,1.5125,0.602680074996897,space,0.5488081530056661,,,,,,,,,,,,,,,,,,01,2023-03-29_15h22.22.758,BZ,2022.2.4,None,
