consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text1.started,scales_images.started,add_question_text2.started,next_slide_text.started,spacebar_continue_7.started,scale_slider.response,spacebar_continue_7.keys,spacebar_continue_7.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,date,expName,psychopyVersion,frameRate,
,,,,,,71,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cn,images/pointed_maps_images/11cn.jpeg,,,,,,,,,,,,,0,25,25,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.41625617200043,155.41625617200043,155.41625617200043,155.41625617200043,155.41625617200043,155.52084315300453,1.6041666666666665,0.09221364400582388,space,0.027435531992523465,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,66,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cs,images/pointed_maps_images/6cs.jpeg,,,,,,,,,,,,,0,26,26,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.58531254500122,155.58531254500122,155.58531254500122,155.58531254500122,155.58531254500122,155.67077961900213,1.6041666666666665,0.07209738299570745,space,0.020806294996873476,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,63,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cn,images/pointed_maps_images/3cn.jpeg,,,,,,,,,,,,,0,27,27,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.72941155000444,155.72941155000444,155.72941155000444,155.72941155000444,155.72941155000444,155.80384203400172,1.6041666666666665,0.057366264998563565,space,0.05215337299887324,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/pointed_maps_images/7cs.jpeg,,,,,,,,,,,,,0,28,28,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.8972730969981,155.8972730969981,155.8972730969981,155.8972730969981,155.8972730969981,155.93728798100346,1.6041666666666665,0.027744145001634024,space,0.0614717459975509,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,54,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14in,images/pointed_maps_images/14in.jpeg,,,,,,,,,,,,,0,29,29,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.03193821899913,156.03193821899913,156.03193821899913,156.03193821899913,156.03193821899913,156.0707870960032,1.6041666666666665,0.0294347849994665,space,0.07036081799742533,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/pointed_maps_images/6is.jpeg,,,,,,,,,,,,,0,30,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.17911692299822,156.17911692299822,156.17911692299822,156.17911692299822,156.17911692299822,156.22100551600306,1.6041666666666665,0.02542814600019483,space,0.07931195599667262,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,22,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2is,images/pointed_maps_images/2is.jpeg,,,,,,,,,,,,,0,31,31,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.3319067410048,156.3319067410048,156.3319067410048,156.3319067410048,156.3319067410048,156.37052616599976,1.6041666666666665,0.02914152999437647,space,0.0883982199957245,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/pointed_maps_images/10cs.jpeg,,,,,,,,,,,,,0,32,32,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.49734059400362,156.49734059400362,156.49734059400362,156.49734059400362,156.49734059400362,156.5201290670011,1.6041666666666665,0.01646814899868332,space,0.09132046299782814,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/pointed_maps_images/2cn.jpeg,,,,,,,,,,,,,0,33,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.64819530000386,156.64819530000386,156.64819530000386,156.64819530000386,156.64819530000386,156.82022424200113,1.6041666666666665,0.15795386899844743,space,0.11013575299875811,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,55,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cs,images/pointed_maps_images/15cs.jpeg,,,,,,,,,,,,,0,34,34,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.96425664300477,156.96425664300477,156.96425664300477,156.96425664300477,156.96425664300477,157.28715477199876,1.6041666666666665,0.4582797600014601,space,0.12778404799610144,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,57,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17is,images/pointed_maps_images/17is.jpeg,,,,,,,,,,,,,0,35,35,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.4473338559983,157.4473338559983,157.4473338559983,157.4473338559983,157.4473338559983,157.6038142660036,1.6041666666666665,0.27625847099989187,space,0.16593728600128088,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,33,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cn,images/pointed_maps_images/13cn.jpeg,,,,,,,,,,,,,0,36,36,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.8032380040022,157.8032380040022,157.8032380040022,157.8032380040022,157.8032380040022,157.90399458500178,1.6041666666666665,0.09006823600066127,space,0.029776121002214495,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,41,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1is,images/pointed_maps_images/1is.jpeg,,,,,,,,,,,,,0,37,37,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.96891702200082,157.96891702200082,157.96891702200082,157.96891702200082,157.96891702200082,158.03730233600072,1.6041666666666665,0.05785594200278865,space,0.0437714439976844,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,28,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cs,images/pointed_maps_images/8cs.jpeg,,,,,,,,,,,,,0,38,38,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.11819421200198,158.11819421200198,158.11819421200198,158.11819421200198,158.11819421200198,158.20404468200286,1.6041666666666665,0.07273268199787708,space,0.01869919299497269,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/pointed_maps_images/5cs.jpeg,,,,,,,,,,,,,0,39,39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.26301226799842,158.26301226799842,158.26301226799842,158.26301226799842,158.26301226799842,158.3707640690045,1.6041666666666665,0.0905722089955816,space,0.015201485992292874,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,49,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9is,images/pointed_maps_images/9is.jpeg,,,,,,,,,,,,,0,40,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.4189079860007,158.4189079860007,158.4189079860007,158.4189079860007,158.4189079860007,158.52088830499997,1.6041666666666665,0.08952501299791038,space,0.028811462994781323,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,61,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1in,images/pointed_maps_images/1in.jpeg,,,,,,,,,,,,,0,41,41,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.58548815199902,158.58548815199902,158.58548815199902,158.58548815199902,158.58548815199902,158.67075170000317,1.6041666666666665,0.07493858299858402,space,0.06133533199317753,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/pointed_maps_images/9cs.jpeg,,,,,,,,,,,,,0,42,42,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.76388341100392,158.76388341100392,158.76388341100392,158.76388341100392,158.76388341100392,158.82066134000343,1.6041666666666665,0.04286398600379471,space,0.03709876699576853,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/pointed_maps_images/20is.jpeg,,,,,,,,,,,,,0,43,43,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.90256321799825,158.90256321799825,158.90256321799825,158.90256321799825,158.90256321799825,159.00418585300213,1.6041666666666665,0.08608544199523749,space,0.02381851499376353,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/pointed_maps_images/7is.jpeg,,,,,,,,,,,,,0,44,44,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.06913968400477,159.06913968400477,159.06913968400477,159.06913968400477,159.06913968400477,159.1539189410032,1.6041666666666665,0.07350151400169125,space,0.04607260099146515,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,53,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13is,images/pointed_maps_images/13is.jpeg,,,,,,,,,,,,,0,45,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.23554129600234,159.23554129600234,159.23554129600234,159.23554129600234,159.23554129600234,159.33745837199967,1.6041666666666665,0.09100070199929178,space,0.043109411002660636,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,69,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9in,images/pointed_maps_images/9in.jpeg,,,,,,,,,,,,,0,46,46,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.41625949700392,159.41625949700392,159.41625949700392,159.41625949700392,159.41625949700392,159.50396965099935,1.6041666666666665,0.07489929300209042,space,0.048669342999346554,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/pointed_maps_images/16cn.jpeg,,,,,,,,,,,,,0,47,47,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.58198715100298,159.58198715100298,159.58198715100298,159.58198715100298,159.58198715100298,159.65400484199927,1.6041666666666665,0.05828358400322031,space,0.07635689099697629,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/pointed_maps_images/4cn.jpeg,,,,,,,,,,,,,0,48,48,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.7652823419994,159.7652823419994,159.7652823419994,159.7652823419994,159.7652823419994,159.85396167800354,1.6041666666666665,0.0762793399990187,space,0.02783459599595517,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/pointed_maps_images/18is.jpeg,,,,,,,,,,,,,0,49,49,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.91874273699796,159.91874273699796,159.91874273699796,159.91874273699796,159.91874273699796,160.02054854000016,1.6041666666666665,0.0894309829964186,space,0.03519794399471721,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,50,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10in,images/pointed_maps_images/10in.jpeg,,,,,,,,,,,,,0,50,50,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.09676576199854,160.09676576199854,160.09676576199854,160.09676576199854,160.09676576199854,160.1874559909993,1.6041666666666665,0.07214568700146629,space,0.03642469400074333,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,67,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cn,images/pointed_maps_images/7cn.jpeg,,,,,,,,,,,,,0,51,51,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.26198888300132,160.26198888300132,160.26198888300132,160.26198888300132,160.26198888300132,160.35407543899782,1.6041666666666665,0.07425056400097674,space,0.04554529199958779,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,18,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cn,images/pointed_maps_images/18cn.jpeg,,,,,,,,,,,,,0,52,52,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.43289328100218,160.43289328100218,160.43289328100218,160.43289328100218,160.43289328100218,160.50391328299884,1.6041666666666665,0.05777760100318119,space,0.06230882899399148,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,35,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15in,images/pointed_maps_images/15in.jpeg,,,,,,,,,,,,,0,53,53,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.6020782370033,160.6020782370033,160.6020782370033,160.6020782370033,160.6020782370033,160.68756732300244,1.6041666666666665,0.07383049299824052,space,0.03949387799366377,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,3,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3is,images/pointed_maps_images/3is.jpeg,,,,,,,,,,,,,0,54,54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.76379258600355,160.76379258600355,160.76379258600355,160.76379258600355,160.76379258600355,160.83750763100397,1.6041666666666665,0.056432017001498025,space,0.05119328899309039,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,23,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3in,images/pointed_maps_images/3in.jpeg,,,,,,,,,,,,,0,55,55,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.9287639710019,160.9287639710019,160.9287639710019,160.9287639710019,160.9287639710019,161.02085854000325,1.6041666666666665,0.07316356400406221,space,0.029086609996738844,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,52,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cn,images/pointed_maps_images/12cn.jpeg,,,,,,,,,,,,,0,56,56,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.08231316000456,161.08231316000456,161.08231316000456,161.08231316000456,161.08231316000456,161.18713564000063,1.6041666666666665,0.09075076300359797,space,0.030718440997588914,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,60,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cn,images/pointed_maps_images/20cn.jpeg,,,,,,,,,,,,,0,57,57,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.24900643699948,161.24900643699948,161.24900643699948,161.24900643699948,161.24900643699948,161.35373436100053,1.6041666666666665,0.09173974500299664,space,0.0393281759970705,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/pointed_maps_images/11is.jpeg,,,,,,,,,,,,,0,58,58,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.42808346699894,161.42808346699894,161.42808346699894,161.42808346699894,161.42808346699894,161.5209917079992,1.6041666666666665,0.07472296700143488,space,0.04065420499682659,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,59,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cs,images/pointed_maps_images/19cs.jpeg,,,,,,,,,,,,,0,59,59,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.59742010699847,161.59742010699847,161.59742010699847,161.59742010699847,161.59742010699847,161.67075293900416,1.6041666666666665,0.05699789899517782,space,0.06104673499794444,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,79,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cn,images/pointed_maps_images/19cn.jpeg,,,,,,,,,,,,,0,60,60,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.76564099600364,161.76564099600364,161.76564099600364,161.76564099600364,161.76564099600364,161.8539769370036,1.6041666666666665,0.0743029139994178,space,0.03770538899698295,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,72,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12is,images/pointed_maps_images/12is.jpeg,,,,,,,,,,,,,0,61,61,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.9295132920015,161.9295132920015,161.9295132920015,161.9295132920015,161.9295132920015,162.02094938400114,1.6041666666666665,0.07279501800076105,space,0.053273676996468566,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,76,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16is,images/pointed_maps_images/16is.jpeg,,,,,,,,,,,,,0,62,62,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.11228858100367,162.11228858100367,162.11228858100367,162.11228858100367,162.11228858100367,162.1870348090015,1.6041666666666665,0.05741992600087542,space,0.043357588998333085,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/pointed_maps_images/6cn.jpeg,,,,,,,,,,,,,0,63,63,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.2658557140021,162.2658557140021,162.2658557140021,162.2658557140021,162.2658557140021,162.3539471280019,1.6041666666666665,0.07435252499999478,space,0.05349775200011209,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/pointed_maps_images/2in.jpeg,,,,,,,,,,,,,0,64,64,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.44784832000005,162.44784832000005,162.44784832000005,162.44784832000005,162.44784832000005,162.5204851880044,1.6041666666666665,0.05647015499562258,space,0.07111766699381405,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/pointed_maps_images/1cs.jpeg,,,,,,,,,,,,,0,65,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.6304492929994,162.6304492929994,162.6304492929994,162.6304492929994,162.6304492929994,162.70421379600157,1.6041666666666665,0.05674283300322713,space,0.04541302099823952,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/pointed_maps_images/13cs.jpeg,,,,,,,,,,,,,0,66,66,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.78232900500007,162.78232900500007,162.78232900500007,162.78232900500007,162.78232900500007,162.87077763800335,1.6041666666666665,0.07561032800003886,space,0.05869376899499912,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,67,67,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.96631714999967,162.96631714999967,162.96631714999967,162.96631714999967,162.96631714999967,163.03756466400228,1.6041666666666665,0.057721163000678644,space,0.0829417079949053,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/pointed_maps_images/9cn.jpeg,,,,,,,,,,,,,0,68,68,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.15624363000097,163.15624363000097,163.15624363000097,163.15624363000097,163.15624363000097,163.203722268001,1.6041666666666665,0.0367779559965129,space,0.08450739600084489,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/pointed_maps_images/11cs.jpeg,,,,,,,,,,,,,0,69,69,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.3310035070026,163.3310035070026,163.3310035070026,163.3310035070026,163.3310035070026,163.40392998699826,1.6041666666666665,0.056529667002905626,space,0.045466085997759365,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,24,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cs,images/pointed_maps_images/4cs.jpeg,,,,,,,,,,,,,0,70,70,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.48231581900473,163.48231581900473,163.48231581900473,163.48231581900473,163.48231581900473,163.55427052800223,1.6041666666666665,0.05862549199810019,space,0.06091713099885965,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/pointed_maps_images/5cn.jpeg,,,,,,,,,,,,,0,71,71,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.64906969000003,163.64906969000003,163.64906969000003,163.64906969000003,163.64906969000003,163.72077326800354,1.6041666666666665,0.05827126199437771,space,0.048432910996780265,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,30,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10is,images/pointed_maps_images/10is.jpeg,,,,,,,,,,,,,0,72,72,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.8034311310039,163.8034311310039,163.8034311310039,163.8034311310039,163.8034311310039,163.88724947500305,1.6041666666666665,0.07251077899854863,space,0.04329635699832579,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/pointed_maps_images/19is.jpeg,,,,,,,,,,,,,0,73,73,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.96549804700044,163.96549804700044,163.96549804700044,163.96549804700044,163.96549804700044,164.0373346070046,1.6041666666666665,0.05898528199759312,space,0.04255934299726505,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,78,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cs,images/pointed_maps_images/18cs.jpeg,,,,,,,,,,,,,0,74,74,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.1183734590013,164.1183734590013,164.1183734590013,164.1183734590013,164.1183734590013,164.22075517500343,1.6041666666666665,0.0907448630023282,space,0.012356696992355864,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
