consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,next_slide_text.started,key_resp_3.started,scale_slider.response,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,mouse_2.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/all_images/1cs.jpeg,,,,,,,,,,,,,0,30,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.69412808900233,220.69412808900233,220.69412808900233,220.69412808900233,220.69412808900233,220.72775950096548,1.6520833333333333,0.03237647807691246,space,0.09743680094834417,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/all_images/5cs.jpeg,,,,,,,,,,,,,0,31,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.86364595999476,220.86364595999476,220.86364595999476,220.86364595999476,220.86364595999476,220.89325424004346,1.6520833333333333,0.1713304390432313,space,0.12184418807737529,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,27,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7in,images/all_images/7in.jpeg,,,,,,,,,,,,,0,32,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.05990875000134,221.05990875000134,221.05990875000134,221.05990875000134,221.05990875000134,221.17723349004518,1.6520833333333333,0.1024744410533458,space,0.006207411992363632,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,30,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10is,images/all_images/10is.jpeg,,,,,,,,,,,,,0,33,33,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.2311128700385,221.2311128700385,221.2311128700385,221.2311128700385,221.2311128700385,221.34358273202088,1.6520833333333333,0.10338974697515368,space,0.002515551052056253,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,54,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14in,images/all_images/14in.jpeg,,,,,,,,,,,,,0,34,34,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.3936065210728,221.3936065210728,221.3936065210728,221.3936065210728,221.3936065210728,221.51043897506315,1.6520833333333333,0.10356364608742297,space,0.01332769903820008,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,18,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cn,images/all_images/18cn.jpeg,,,,,,,,,,,,,0,35,35,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.5646167669911,221.5646167669911,221.5646167669911,221.5646167669911,221.5646167669911,221.66019239800517,1.6520833333333333,0.08667021698784083,space,0.0402976080076769,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/all_images/4cn.jpeg,,,,,,,,,,,,,0,36,36,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.74494220898487,221.74494220898487,221.74494220898487,221.74494220898487,221.74494220898487,221.79328162805177,1.6520833333333333,0.036411164910532534,space,0.07192401704378426,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/all_images/11is.jpeg,,,,,,,,,,,,,0,37,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.90870667505078,221.90870667505078,221.90870667505078,221.90870667505078,221.90870667505078,221.94408461998682,1.6520833333333333,0.03359133691992611,space,0.08107975905295461,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,3,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3is,images/all_images/3is.jpeg,,,,,,,,,,,,,0,38,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.06465293699875,222.06465293699875,222.06465293699875,222.06465293699875,222.06465293699875,222.11059895704966,1.6520833333333333,0.03735882695764303,space,0.09259206603746861,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/all_images/2cn.jpeg,,,,,,,,,,,,,0,39,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.24648523307405,222.24648523307405,222.24648523307405,222.24648523307405,222.24648523307405,222.4271405020263,1.6520833333333333,0.287876863963902,space,0.17277948698028922,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/all_images/10cn.jpeg,,,,,,,,,,,,,0,40,40,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.64551554899663,222.64551554899663,222.64551554899663,222.64551554899663,222.64551554899663,222.71051885199267,1.6520833333333333,0.05157577805221081,space,0.06938858004286885,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,65,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5in,images/all_images/5in.jpeg,,,,,,,,,,,,,0,41,41,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.82723118003923,222.82723118003923,222.82723118003923,222.82723118003923,222.82723118003923,222.86035458697006,1.6520833333333333,0.019338540034368634,space,0.13580755598377436,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,24,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cs,images/all_images/4cs.jpeg,,,,,,,,,,,,,0,42,42,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.04365573998075,223.04365573998075,223.04365573998075,223.04365573998075,223.04365573998075,223.22680487204343,1.6520833333333333,0.33657925203442574,space,0.14899550995323807,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/all_images/6is.jpeg,,,,,,,,,,,,,0,43,43,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.4121142399963,223.4121142399963,223.4121142399963,223.4121142399963,223.4121142399963,223.54371152399108,1.6520833333333333,0.12120037199929357,space,0.015265249996446073,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/all_images/18is.jpeg,,,,,,,,,,,,,0,44,44,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.59511452005245,223.59511452005245,223.59511452005245,223.59511452005245,223.59511452005245,223.7266904170392,1.6520833333333333,0.11951489793136716,space,0.017556939041242003,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,28,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cs,images/all_images/8cs.jpeg,,,,,,,,,,,,,0,45,45,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.79291419999208,223.79291419999208,223.79291419999208,223.79291419999208,223.79291419999208,223.8602436040528,1.6520833333333333,0.057275809929706156,space,0.049169078934937716,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,34,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14is,images/all_images/14is.jpeg,,,,,,,,,,,,,0,46,46,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.94889181898907,223.94889181898907,223.94889181898907,223.94889181898907,223.94889181898907,224.0434791810112,1.6520833333333333,0.0861787450267002,space,0.04860535298939794,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/all_images/17cn.jpeg,,,,,,,,,,,,,0,47,47,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.13092392205726,224.13092392205726,224.13092392205726,224.13092392205726,224.13092392205726,224.21050118398853,1.6520833333333333,0.06990253692492843,space,0.05504849995486438,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/all_images/8is.jpeg,,,,,,,,,,,,,0,48,48,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.31280207901727,224.31280207901727,224.31280207901727,224.31280207901727,224.31280207901727,224.37721992307343,1.6520833333333333,0.05040151404682547,space,0.07508244400378317,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/all_images/15cn.jpeg,,,,,,,,,,,,,0,49,49,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.49486280605197,224.49486280605197,224.49486280605197,224.49486280605197,224.49486280605197,224.51763138303068,1.6520833333333333,0.025288644013926387,space,0.1087972039822489,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,74,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cs,images/all_images/14cs.jpeg,,,,,,,,,,,,,0,50,50,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.66096622799523,224.66096622799523,224.66096622799523,224.66096622799523,224.66096622799523,224.69451227004174,1.6520833333333333,0.036399553064256907,space,0.10759277897886932,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,21,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cn,images/all_images/1cn.jpeg,,,,,,,,,,,,,0,51,51,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.8460076560732,224.8460076560732,224.8460076560732,224.8460076560732,224.8460076560732,225.04357564705424,1.6520833333333333,0.33801023894920945,space,0.16648371506016701,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/all_images/2in.jpeg,,,,,,,,,,,,,0,52,52,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.2485901339678,225.2485901339678,225.2485901339678,225.2485901339678,225.2485901339678,225.37721961701754,1.6520833333333333,0.1193643860751763,space,0.0066062010591849685,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,48,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cn,images/all_images/8cn.jpeg,,,,,,,,,,,,,0,53,53,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4308255770011,225.4308255770011,225.4308255770011,225.4308255770011,225.4308255770011,225.52718045096844,1.6520833333333333,0.08628299797419459,space,0.043119912035763264,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/all_images/16cs.jpeg,,,,,,,,,,,,,0,54,54,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.61209170799702,225.61209170799702,225.61209170799702,225.61209170799702,225.61209170799702,225.65983564802445,1.6520833333333333,0.04807307291775942,space,0.0880001550540328,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,76,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16is,images/all_images/16is.jpeg,,,,,,,,,,,,,0,55,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.7918654640671,225.7918654640671,225.7918654640671,225.7918654640671,225.7918654640671,226.01008383801673,1.6520833333333333,0.20406959706451744,space,0.09370872308500111,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,60,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cn,images/all_images/20cn.jpeg,,,,,,,,,,,,,0,56,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1462820500601,226.1462820500601,226.1462820500601,226.1462820500601,226.1462820500601,226.32702182303183,1.6520833333333333,0.33669008791912347,space,0.16649693995714188,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/all_images/9cs.jpeg,,,,,,,,,,,,,0,57,57,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.5266620690236,226.5266620690236,226.5266620690236,226.5266620690236,226.5266620690236,226.6603437779704,1.6520833333333333,0.12273944402113557,space,0.03010547603480518,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,22,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2is,images/all_images/2is.jpeg,,,,,,,,,,,,,0,58,58,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.73142609198112,226.73142609198112,226.73142609198112,226.73142609198112,226.73142609198112,226.82714758405928,1.6520833333333333,0.08651376108173281,space,0.03648249106481671,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/all_images/7cs.jpeg,,,,,,,,,,,,,0,59,59,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.90869761700742,226.90869761700742,226.90869761700742,226.90869761700742,226.90869761700742,226.9771010930417,1.6520833333333333,0.05630577995907515,space,0.07530002505518496,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,73,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13in,images/all_images/13in.jpeg,,,,,,,,,,,,,0,60,60,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0975813670084,227.0975813670084,227.0975813670084,227.0975813670084,227.0975813670084,227.1602419189876,1.6520833333333333,0.05367758800275624,space,0.07891410205047578,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,52,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cn,images/all_images/12cn.jpeg,,,,,,,,,,,,,0,61,61,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.28095504303928,227.28095504303928,227.28095504303928,227.28095504303928,227.28095504303928,227.31004841299728,1.6520833333333333,0.024743057088926435,space,0.09405816299840808,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/all_images/7is.jpeg,,,,,,,,,,,,,0,62,62,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.44753116602078,227.44753116602078,227.44753116602078,227.44753116602078,227.44753116602078,227.4768063579686,1.6520833333333333,0.02479967602994293,space,0.09689913410693407,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,69,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9in,images/all_images/9in.jpeg,,,,,,,,,,,,,0,63,63,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.6135659610154,227.6135659610154,227.6135659610154,227.6135659610154,227.6135659610154,227.7935361249838,1.6520833333333333,0.32090052508283406,space,0.13788307702634484,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,40,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cs,images/all_images/20cs.jpeg,,,,,,,,,,,,,0,64,64,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.97529967699666,227.97529967699666,227.97529967699666,227.97529967699666,227.97529967699666,228.12665657501202,1.6520833333333333,0.28741763602010906,space,0.1843164520105347,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/all_images/5cn.jpeg,,,,,,,,,,,,,0,65,65,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.36041972099338,228.36041972099338,228.36041972099338,228.36041972099338,228.36041972099338,228.42680242098868,1.6520833333333333,0.05751587694976479,space,0.05946142296306789,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/all_images/4in.jpeg,,,,,,,,,,,,,0,66,66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.52533057506662,228.52533057506662,228.52533057506662,228.52533057506662,228.52533057506662,228.61031334497966,1.6520833333333333,0.07375532202422619,space,0.041000089957378805,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,67,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cn,images/all_images/7cn.jpeg,,,,,,,,,,,,,0,67,67,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.69760078797117,228.69760078797117,228.69760078797117,228.69760078797117,228.69760078797117,228.79364072403405,1.6520833333333333,0.087189772981219,space,0.03877566906157881,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,32,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cs,images/all_images/12cs.jpeg,,,,,,,,,,,,,0,68,68,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.87935919500887,228.87935919500887,228.87935919500887,228.87935919500887,228.87935919500887,228.96011567302048,1.6520833333333333,0.06750837701838464,space,0.048903835006058216,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/all_images/10cs.jpeg,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.04848324600607,229.04848324600607,229.04848324600607,229.04848324600607,229.04848324600607,229.09369900706224,1.6520833333333333,0.037465239060111344,space,0.11241622106172144,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,53,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13is,images/all_images/13is.jpeg,,,,,,,,,,,,,0,70,70,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.2486036970513,229.2486036970513,229.2486036970513,229.2486036970513,229.2486036970513,229.27701237797737,1.6520833333333333,0.025633870041929185,space,0.11236710206139833,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,41,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1is,images/all_images/1is.jpeg,,,,,,,,,,,,,0,71,71,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.43118324805982,229.43118324805982,229.43118324805982,229.43118324805982,229.43118324805982,229.4600410250714,1.6520833333333333,0.025234865956008434,space,0.11535706603899598,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,43,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cs,images/all_images/3cs.jpeg,,,,,,,,,,,,,0,72,72,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.61035436298698,229.61035436298698,229.61035436298698,229.61035436298698,229.61035436298698,229.81004721100908,1.6520833333333333,0.19482924009207636,space,0.13624390703625977,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,12,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12in,images/all_images/12in.jpeg,,,,,,,,,,,,,0,73,73,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.99415264104027,229.99415264104027,229.99415264104027,229.99415264104027,229.99415264104027,230.16010360606015,1.6520833333333333,0.3343687478918582,space,0.16667564504314214,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/all_images/15is.jpeg,,,,,,,,,,,,,0,74,74,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.36217072606087,230.36217072606087,230.36217072606087,230.36217072606087,230.36217072606087,230.4934130499605,1.6520833333333333,0.12122446100693196,space,0.012648965930566192,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/all_images/16in.jpeg,,,,,,,,,,,,,0,75,75,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.5453542850446,230.5453542850446,230.5453542850446,230.5453542850446,230.5453542850446,230.67716989002656,1.6520833333333333,0.1212043990381062,space,0.07252087502274662,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,64,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4is,images/all_images/4is.jpeg,,,,,,,,,,,,,0,76,76,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.79675940796733,230.79675940796733,230.79675940796733,230.79675940796733,230.79675940796733,230.89367055904586,1.6520833333333333,0.08419440896250308,space,4.196051215054467,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,46,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6in,images/all_images/6in.jpeg,,,,,,,,,,,,,0,77,77,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.12926408904605,235.12926408904605,235.12926408904605,235.12926408904605,235.12926408904605,236.26026542996988,1.2666666666666666,1.1198276079958305,space,0.46113425598014146,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/all_images/9cn.jpeg,,,,,,,,,,,,,0,78,78,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.76264064304996,236.76264064304996,236.76264064304996,236.76264064304996,236.76264064304996,237.94341241405345,1.4791666666666667,1.171084052999504,space,0.10176297405268997,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13_20h17.53.391,BZ,2022.2.4,None,
