consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,scale,label,item_type,item_no,sentence,question,correct_option,granularity,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,triangle.started,slider_image.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,mouse_2.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,extend,label,AC,52,Ignore the map. Move the marker to the middle of the scale.,"Based on the text above, how have you been asked to respond?",1.5,0.5,map_generator/maps/AC52_extend_label.png,,,,,,,,,,,,,0,27,27,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.36174500198103,429.36174500198103,429.36174500198103,429.36174500198103,429.36174500198103,429.88182578608394,1.5,0.5174878721591085,space,0.07844945881515741,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,trunc,label,AC,49,Ignore the map. Move the marker all the way to the 'Not very urgently' end of the scale.,"Based on the text above, how have you been asked to respond?",1.0,0.5,map_generator/maps/AC49_trunc_label.png,,,,,,,,,,,,,0,28,28,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0787376968656,430.0787376968656,430.0787376968656,430.0787376968656,430.0787376968656,430.7146466909908,1.5,0.6339934258721769,space,0.10536122601479292,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,blank,E,39,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E39_extend_blank.png,,,,,,,,,,,,,0,29,29,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.9398620519787,430.9398620519787,430.9398620519787,430.9398620519787,430.9398620519787,431.44773695990443,1.1777777777777778,0.502715335926041,space,0.08223599102348089,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,label,E,17,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E17_extend_label.png,,,,,,,,,,,,,0,30,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.6402281508781,431.6402281508781,431.6402281508781,431.6402281508781,431.6402281508781,432.1981501749251,1.761111111111111,0.556850555120036,space,0.14249025285243988,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,trunc,label,E,2,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E2_trunc_label.png,,,,,,,,,,,,,0,31,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.453450035071,432.453450035071,432.453450035071,432.453450035071,432.453450035071,432.96466233208776,1.4861111111111112,0.5095558669418097,space,0.11216535395942628,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,blank,E,32,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E32_extend_blank.png,,,,,,,,,,,,,0,32,32,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.1885408179369,433.1885408179369,433.1885408179369,433.1885408179369,433.1885408179369,433.6646167910658,1.1555555555555554,0.4748152890242636,space,0.10134323686361313,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,trunc,label,E,18,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E18_trunc_label.png,,,,,,,,,,,,,0,33,33,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.88672497402877,433.88672497402877,433.88672497402877,433.88672497402877,433.88672497402877,434.36470789904706,1.5166666666666666,0.4740434638224542,space,0.1806970308534801,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,label,E,13,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E13_extend_label.png,,,,,,,,,,,,,0,34,34,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.6529557229951,434.6529557229951,434.6529557229951,434.6529557229951,434.6529557229951,435.1645656020846,1.7722222222222221,0.5105749489739537,space,0.24613710585981607,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,blank,E,27,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E27_extend_blank.png,,,,,,,,,,,,,0,35,35,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.5195489979815,435.5195489979815,435.5195489979815,435.5195489979815,435.5195489979815,436.06490592099726,1.4361111111111111,0.5440717900637537,space,0.6561999269761145,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,trunc,blank,E,4,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E4_trunc_blank.png,,,,,,,,,,,,,0,36,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.8352109869011,436.8352109869011,436.8352109869011,436.8352109869011,436.8352109869011,437.33150306204334,1.1972222222222222,0.49241895601153374,space,0.5020929230377078,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,blank,E,48,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E48_extend_blank.png,,,,,,,,,,,,,0,37,37,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.9512466280721,437.9512466280721,437.9512466280721,437.9512466280721,437.9512466280721,438.69767861487344,1.4805555555555556,0.7435633689165115,space,0.03860658803023398,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,blank,AC,50,Ignore the map. Move the marker all the way to the 'Not very urgently' end of the scale.,"Based on the text above, how have you been asked to respond?",1.0,0.5,map_generator/maps/AC50_extend_blank.png,,,,,,,,,,,,,0,38,38,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.85336758289486,438.85336758289486,438.85336758289486,438.85336758289486,438.85336758289486,439.2314908329863,2.0,0.3766582340467721,space,0.11704921093769372,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,label,E,22,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E22_extend_label.png,,,,,,,,,,,,,0,39,39,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.4726408829447,439.4726408829447,439.4726408829447,439.4726408829447,439.4726408829447,440.0310099890921,1.411111111111111,0.5543055150192231,space,0.5023825159296393,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,trunc,blank,E,40,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E40_trunc_blank.png,,,,,,,,,,,,,0,40,40,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.6518245730549,440.6518245730549,440.6518245730549,440.6518245730549,440.6518245730549,441.1818188428879,1.0694444444444444,0.5278050310444087,space,0.03265438415110111,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,blank,E,36,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E36_extend_blank.png,,,,,,,,,,,,,0,41,41,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.3226931199897,441.3226931199897,441.3226931199897,441.3226931199897,441.3226931199897,441.83145612990484,1.4,0.5083441599272192,space,0.11016638786531985,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,trunc,label,E,6,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E6_trunc_label.png,,,,,,,,,,,,,0,42,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.05384383094497,442.05384383094497,442.05384383094497,442.05384383094497,442.05384383094497,442.91497395490296,1.7722222222222221,0.8592441438231617,space,0.09496240387670696,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,label,E,1,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E1_extend_label.png,,,,,,,,,,,,,0,43,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.119364727987,443.119364727987,443.119364727987,443.119364727987,443.119364727987,443.61466134293005,1.5,0.49152725003659725,space,0.08595494390465319,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,label,E,41,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E41_extend_label.png,,,,,,,,,,,,,0,44,44,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.8190787548665,443.8190787548665,443.8190787548665,443.8190787548665,443.8190787548665,444.29742221394554,1.338888888888889,0.4740260159596801,space,0.08942611794918776,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,blank,E,24,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E24_extend_blank.png,,,,,,,,,,,,,0,45,45,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.50987153686583,444.50987153686583,444.50987153686583,444.50987153686583,444.50987153686583,444.9981510338839,1.7722222222222221,0.4878362088929862,space,0.06863023876212537,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,trunc,label,E,9,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E9_trunc_label.png,,,,,,,,,,,,,0,46,46,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.18542806990445,445.18542806990445,445.18542806990445,445.18542806990445,445.18542806990445,445.86491030990146,1.3055555555555556,0.6749981539323926,space,0.07219611387699842,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,trunc,label,E,14,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E14_trunc_label.png,,,,,,,,,,,,,0,47,47,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0490212489385,446.0490212489385,446.0490212489385,446.0490212489385,446.0490212489385,446.63141672406346,1.5805555555555557,0.5774300019256771,space,0.07643525372259319,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,blank,AC,54,Ignore the map. Move the marker all the way to the 'Very urgently' end of the scale.,"Based on the text above, how have you been asked to respond?",2.0,0.5,map_generator/maps/AC54_extend_blank.png,,,,,,,,,,,,,0,48,48,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.823459608946,446.823459608946,446.823459608946,446.823459608946,446.823459608946,447.381662955042,2.0,0.5551441251300275,space,0.07851696293801069,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,label,E,46,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E46_extend_label.png,,,,,,,,,,,,,0,49,49,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.57623651693575,447.57623651693575,447.57623651693575,447.57623651693575,447.57623651693575,448.19819923094474,1.0555555555555556,0.6177369740325958,space,0.2354134430643171,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,trunc,label,E,30,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E30_trunc_label.png,,,,,,,,,,,,,0,50,50,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.55145050096326,448.55145050096326,448.55145050096326,448.55145050096326,448.55145050096326,449.2314761530142,1.5055555555555555,0.6756910751573741,space,0.06184838293120265,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,blank,E,8,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E8_extend_blank.png,,,,,,,,,,,,,0,51,51,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.4053870139178,449.4053870139178,449.4053870139178,449.4053870139178,449.4053870139178,449.9812290070113,1.2416666666666667,0.5744239578489214,space,0.09702782100066543,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,extend,blank,E,20,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E20_extend_blank.png,,,,,,,,,,,,,0,52,52,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.190609324025,450.190609324025,450.190609324025,450.190609324025,450.190609324025,450.7314105669502,1.7722222222222221,0.5410035150125623,space,0.12005238514393568,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,trunc,blank,E,43,"This map shows the levels of a certain type of pollution, in four geographic regions:",How urgently should pollution levels in these regions be addressed?,None,0.0,map_generator/maps/E43_trunc_blank.png,,,,,,,,,,,,,0,53,53,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.96550585888326,450.96550585888326,450.96550585888326,450.96550585888326,450.96550585888326,451.53136245091446,1.3611111111111112,0.5615728530101478,space,0.0868493050802499,,,,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['space'],[4.840879380935803],,,,,,,,,,,,,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.5176533879712,0.0003044030163437128,459.5176533879712,459.5176533879712,459.5176533879712, ,-0.03194444444444444,-0.39166666666666666,1,0,0,continue_box,,,,,2023-02-05_21h08.48.507,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.8350586150773,,,,,,,,
