consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,next_slide_text.started,key_resp_3.started,scale_slider.response,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,43,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cs,images/pointed_maps_images/3cs.jpeg,,,,,,,,,,,,,0,31,31,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.46121323597617,155.46121323597617,155.46121323597617,155.46121323597617,155.46121323597617,155.49894356401637,1.5333333333333332,0.02911301504354924,space,0.10565614292863756,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,63,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cn,images/pointed_maps_images/3cn.jpeg,,,,,,,,,,,,,0,32,32,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.6432398420293,155.6432398420293,155.6432398420293,155.6432398420293,155.6432398420293,155.68198214797303,1.5333333333333332,0.024846724001690745,space,0.10753236094024032,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,52,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cn,images/pointed_maps_images/12cn.jpeg,,,,,,,,,,,,,0,33,33,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.82696603506338,155.82696603506338,155.82696603506338,155.82696603506338,155.82696603506338,155.86561222898308,1.5333333333333332,0.02823150099720806,space,0.10225850995630026,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,64,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4is,images/pointed_maps_images/4is.jpeg,,,,,,,,,,,,,0,34,34,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.00738361803815,156.00738361803815,156.00738361803815,156.00738361803815,156.00738361803815,156.04864000307862,1.5333333333333332,0.025788168073631823,space,0.11334137001540512,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,20,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20in,images/pointed_maps_images/20in.jpeg,,,,,,,,,,,,,0,35,35,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.19408373499755,156.19408373499755,156.19408373499755,156.19408373499755,156.19408373499755,156.2318874860648,1.5333333333333332,0.02967393398284912,space,0.11633588094264269,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,32,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cs,images/pointed_maps_images/12cs.jpeg,,,,,,,,,,,,,0,36,36,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.37722433905583,156.37722433905583,156.37722433905583,156.37722433905583,156.37722433905583,156.59869919205084,1.5333333333333332,0.2057904020184651,space,0.07973945490084589,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,57,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17is,images/pointed_maps_images/17is.jpeg,,,,,,,,,,,,,0,37,37,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.7100382790668,156.7100382790668,156.7100382790668,156.7100382790668,156.7100382790668,156.798474841984,1.5333333333333332,0.07425114000216126,space,0.10050109296571463,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,61,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1in,images/pointed_maps_images/1in.jpeg,,,,,,,,,,,,,0,38,38,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.9385922959773,156.9385922959773,156.9385922959773,156.9385922959773,156.9385922959773,156.96522161306348,1.5333333333333332,0.015087073901668191,space,0.15122906700707972,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/pointed_maps_images/6is.jpeg,,,,,,,,,,,,,0,39,39,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.15380873298272,157.15380873298272,157.15380873298272,157.15380873298272,157.15380873298272,157.34875325101893,1.5333333333333332,0.3586291519459337,space,0.1696358600165695,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,72,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12is,images/pointed_maps_images/12is.jpeg,,,,,,,,,,,,,0,40,40,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.55714916007128,157.55714916007128,157.55714916007128,157.55714916007128,157.55714916007128,157.7156936019892,1.5333333333333332,0.13912855100352317,space,0.015595909906551242,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/pointed_maps_images/6cn.jpeg,,,,,,,,,,,,,0,41,41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.76476222707424,157.76476222707424,157.76476222707424,157.76476222707424,157.76476222707424,157.89869066898245,1.5333333333333332,0.1230228110216558,space,0.058285752893425524,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,24,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cs,images/pointed_maps_images/4cs.jpeg,,,,,,,,,,,,,0,42,42,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.99278161104303,157.99278161104303,157.99278161104303,157.99278161104303,157.99278161104303,158.09901248803362,1.5333333333333332,0.09143176896031946,space,0.024120686925016344,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/pointed_maps_images/8is.jpeg,,,,,,,,,,,,,0,43,43,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.15824467502534,158.15824467502534,158.15824467502534,158.15824467502534,158.15824467502534,158.28263581404462,1.5333333333333332,0.11025704396888614,space,0.04430190194398165,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,46,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6in,images/pointed_maps_images/6in.jpeg,,,,,,,,,,,,,0,44,44,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.36130453902297,158.36130453902297,158.36130453902297,158.36130453902297,158.36130453902297,158.48247699602507,1.5333333333333332,0.10824277205392718,space,0.02185805991757661,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,60,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cn,images/pointed_maps_images/20cn.jpeg,,,,,,,,,,,,,0,45,45,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.5407516809646,158.5407516809646,158.5407516809646,158.5407516809646,158.5407516809646,158.68231550604105,1.5333333333333332,0.12657737091649324,space,0.04587947390973568,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,35,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15in,images/pointed_maps_images/15in.jpeg,,,,,,,,,,,,,0,46,46,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.76390964607708,158.76390964607708,158.76390964607708,158.76390964607708,158.76390964607708,158.88239885307848,1.5333333333333332,0.10730983503162861,space,0.03407406387850642,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,65,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5in,images/pointed_maps_images/5in.jpeg,,,,,,,,,,,,,0,47,47,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.9583911789814,158.9583911789814,158.9583911789814,158.9583911789814,158.9583911789814,159.0823068190366,1.5333333333333332,0.1063847109908238,space,0.04044610890559852,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,30,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10is,images/pointed_maps_images/10is.jpeg,,,,,,,,,,,,,0,48,48,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1600029510446,159.1600029510446,159.1600029510446,159.1600029510446,159.1600029510446,159.26572047907393,1.5333333333333332,0.09186996100470424,space,0.03644432791043073,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,66,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cs,images/pointed_maps_images/6cs.jpeg,,,,,,,,,,,,,0,49,49,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.3400483999867,159.3400483999867,159.3400483999867,159.3400483999867,159.3400483999867,159.4491147029912,1.5333333333333332,0.09262218198273331,space,0.059116390999406576,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,27,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7in,images/pointed_maps_images/7in.jpeg,,,,,,,,,,,,,0,50,50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.54466265905648,159.54466265905648,159.54466265905648,159.54466265905648,159.54466265905648,159.6654833899811,1.5333333333333332,0.10744088096544147,space,0.03770637686830014,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,67,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cn,images/pointed_maps_images/7cn.jpeg,,,,,,,,,,,,,0,51,51,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.74195728101768,159.74195728101768,159.74195728101768,159.74195728101768,159.74195728101768,159.84915859205648,1.5333333333333332,0.09140805597417057,space,0.044658088008873165,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/pointed_maps_images/1cs.jpeg,,,,,,,,,,,,,0,52,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.92918609199114,159.92918609199114,159.92918609199114,159.92918609199114,159.92918609199114,160.06540772900917,1.5333333333333332,0.12483470409642905,space,0.016393277910538018,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/pointed_maps_images/7cs.jpeg,,,,,,,,,,,,,0,53,53,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.1147634560475,160.1147634560475,160.1147634560475,160.1147634560475,160.1147634560475,160.24890489096288,1.5333333333333332,0.12058306997641921,space,0.04436106199864298,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,21,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cn,images/pointed_maps_images/1cn.jpeg,,,,,,,,,,,,,0,54,54,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.32753113703802,160.32753113703802,160.32753113703802,160.32753113703802,160.32753113703802,160.46571081201546,1.5333333333333332,0.1258950170595199,space,0.016619832953438163,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,54,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14in,images/pointed_maps_images/14in.jpeg,,,,,,,,,,,,,0,55,55,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.51367384404875,160.51367384404875,160.51367384404875,160.51367384404875,160.51367384404875,160.66561108198948,1.5333333333333332,0.14052374300081283,space,0.028903602971695364,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,41,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1is,images/pointed_maps_images/1is.jpeg,,,,,,,,,,,,,0,56,56,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.73046542704105,160.73046542704105,160.73046542704105,160.73046542704105,160.73046542704105,160.8656437479658,1.5333333333333332,0.1237170520471409,space,0.04006356198806316,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,69,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9in,images/pointed_maps_images/9in.jpeg,,,,,,,,,,,,,0,57,57,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.9429817510536,160.9429817510536,160.9429817510536,160.9429817510536,160.9429817510536,161.06548032106366,1.5333333333333332,0.10820886504370719,space,0.07589218893554062,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,34,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14is,images/pointed_maps_images/14is.jpeg,,,,,,,,,,,,,0,58,58,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.1775847739773,161.1775847739773,161.1775847739773,161.1775847739773,161.1775847739773,161.2488169199787,1.5333333333333332,0.057337559992447495,space,0.08572758396621794,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/pointed_maps_images/19is.jpeg,,,,,,,,,,,,,0,59,59,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.37185880797915,161.37185880797915,161.37185880797915,161.37185880797915,161.37185880797915,161.44889934605453,1.5333333333333332,0.05786671896930784,space,0.09979379386641085,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,73,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13in,images/pointed_maps_images/13in.jpeg,,,,,,,,,,,,,0,60,60,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.58061417599674,161.58061417599674,161.58061417599674,161.58061417599674,161.58061417599674,161.66512280202005,1.5333333333333332,0.07349615404382348,space,0.08727912791073322,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,59,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cs,images/pointed_maps_images/19cs.jpeg,,,,,,,,,,,,,0,61,61,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.79149606102146,161.79149606102146,161.79149606102146,161.79149606102146,161.79149606102146,161.88239808403887,1.5333333333333332,0.07237559102941304,space,0.05195622600149363,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/pointed_maps_images/16cn.jpeg,,,,,,,,,,,,,0,62,62,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.97543963498902,161.97543963498902,161.97543963498902,161.97543963498902,161.97543963498902,162.06529068900272,1.5333333333333332,0.0748233039630577,space,0.05478482891339809,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/pointed_maps_images/10cs.jpeg,,,,,,,,,,,,,0,63,63,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.15814413700718,162.15814413700718,162.15814413700718,162.15814413700718,162.15814413700718,162.26545898301993,1.5333333333333332,0.09015581593848765,space,0.05186712392605841,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,53,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13is,images/pointed_maps_images/13is.jpeg,,,,,,,,,,,,,0,64,64,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.3570209890604,162.3570209890604,162.3570209890604,162.3570209890604,162.3570209890604,162.48244262498338,1.5333333333333332,0.10676882404368371,space,0.04526397690642625,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/pointed_maps_images/2cn.jpeg,,,,,,,,,,,,,0,65,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.55984493496362,162.55984493496362,162.55984493496362,162.55984493496362,162.55984493496362,162.8488532960182,1.5333333333333332,0.5231964599806815,space,0.3253595189889893,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/pointed_maps_images/4in.jpeg,,,,,,,,,,,,,0,66,66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.20677421602886,163.20677421602886,163.20677421602886,163.20677421602886,163.20677421602886,163.73180627799593,1.5333333333333332,0.5079787879949436,space,0.016634689876809716,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/pointed_maps_images/11is.jpeg,,,,,,,,,,,,,0,67,67,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7729390989989,163.7729390989989,163.7729390989989,163.7729390989989,163.7729390989989,164.28218374901917,1.5333333333333332,0.4942277859663591,space,0.479894032003358,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,22,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2is,images/pointed_maps_images/2is.jpeg,,,,,,,,,,,,,0,68,68,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.79312835005112,164.79312835005112,164.79312835005112,164.79312835005112,164.79312835005112,165.56543643202167,1.53125,0.7587196510285139,space,0.11565293394960463,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,78,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cs,images/pointed_maps_images/18cs.jpeg,,,,,,,,,,,,,0,69,69,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.71363845898304,165.71363845898304,165.71363845898304,165.71363845898304,165.71363845898304,166.29869148798753,1.53125,0.573785058921203,space,0.0697788109537214,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/pointed_maps_images/10cn.jpeg,,,,,,,,,,,,,0,70,70,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.4068631180562,166.4068631180562,166.4068631180562,166.4068631180562,166.4068631180562,167.01560080307536,1.53125,0.5891687619732693,space,0.031812330009415746,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,71,71,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.07699953496922,167.07699953496922,167.07699953496922,167.07699953496922,167.07699953496922,167.6483945120126,1.53125,0.5576188690029085,space,0.46938450494781137,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/pointed_maps_images/16in.jpeg,,,,,,,,,,,,,0,72,72,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.15632591804024,168.15632591804024,168.15632591804024,168.15632591804024,168.15632591804024,169.8655828339979,1.28125,1.6904515780042857,space,0.29831637802999467,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,3,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3is,images/pointed_maps_images/3is.jpeg,,,,,,,,,,,,,0,73,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.19427907606587,170.19427907606587,170.19427907606587,170.19427907606587,170.19427907606587,170.79877773707267,1.28125,0.5910715189529583,space,0.004793724860064685,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,49,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9is,images/pointed_maps_images/9is.jpeg,,,,,,,,,,,,,0,74,74,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.83965421805624,170.83965421805624,170.83965421805624,170.83965421805624,170.83965421805624,171.44900695397519,1.4520833333333334,0.5894316849298775,space,0.3792170269880444,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,40,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cs,images/pointed_maps_images/20cs.jpeg,,,,,,,,,,,,,0,75,75,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.85877891199198,171.85877891199198,171.85877891199198,171.85877891199198,171.85877891199198,172.36562791501638,1.4958333333333333,0.4909627389861271,space,0.5105798440054059,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,18,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cn,images/pointed_maps_images/18cn.jpeg,,,,,,,,,,,,,0,76,76,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.91081020096317,172.91081020096317,172.91081020096317,172.91081020096317,172.91081020096317,173.7652152159717,1.4083333333333332,0.8408485780237243,space,0.015966641018167138,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/pointed_maps_images/17cn.jpeg,,,,,,,,,,,,,0,77,77,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.80664040206466,173.80664040206466,173.80664040206466,173.80664040206466,173.80664040206466,174.46563594799954,1.3125,0.6447719949064776,space,0.03588266496080905,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,79,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cn,images/pointed_maps_images/19cn.jpeg,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.53932396799792,174.53932396799792,174.53932396799792,174.53932396799792,174.53932396799792,175.28160870296415,1.41875,0.7232951400801539,space,0.5403386059915647,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/pointed_maps_images/13cs.jpeg,,,,,,,,,,,,,0,79,79,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.86571972898673,175.86571972898673,175.86571972898673,175.86571972898673,175.86571972898673,176.7822603089735,1.5208333333333335,0.9029655760386959,space,0.9578924629604444,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.77466047205962,177.77466047205962,177.77466047205962,177.77466047205962,177.77466047205962,185.4991843950702,1,['space'],[1.278140465845354],,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.78202582302038,189.78202582302038,189.78202582302038,189.78202582302038, ,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
