consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,next_slide_text.started,key_resp_3.started,scale_slider.response,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/pointed_maps_images/11in.jpeg,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.27858229901176,210.27858229901176,210.27858229901176,210.27858229901176,210.27858229901176,211.322612676071,1.425,1.0253507460001856,space,0.12869848601985723,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/pointed_maps_images/5cn.jpeg,,,,,,,,,,,,,0,31,31,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.48438185604755,211.48438185604755,211.48438185604755,211.48438185604755,211.48438185604755,212.0226538029965,1.5583333333333333,0.5228957129875198,space,0.12387228291481733,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,74,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cs,images/pointed_maps_images/14cs.jpeg,,,,,,,,,,,,,0,32,32,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1897896960145,212.1897896960145,212.1897896960145,212.1897896960145,212.1897896960145,212.70612796000205,1.5583333333333333,0.5016988720744848,space,0.052175948047079146,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,52,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cn,images/pointed_maps_images/12cn.jpeg,,,,,,,,,,,,,0,33,33,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.79852735204622,212.79852735204622,212.79852735204622,212.79852735204622,212.79852735204622,213.30655237101018,1.5583333333333333,0.4904218490701169,space,0.1165809549856931,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,24,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cs,images/pointed_maps_images/4cs.jpeg,,,,,,,,,,,,,0,34,34,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.46339431405067,213.46339431405067,213.46339431405067,213.46339431405067,213.46339431405067,213.9729628880741,1.5583333333333333,0.49180984892882407,space,0.18543907103594393,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,35,35,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.19779818400275,214.19779818400275,214.19779818400275,214.19779818400275,214.19779818400275,214.72273592907004,1.2625,0.5061364829307422,space,0.09874646598473191,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/pointed_maps_images/1cs.jpeg,,,,,,,,,,,,,0,36,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.85545138304587,214.85545138304587,214.85545138304587,214.85545138304587,214.85545138304587,215.3897662931122,1.4770833333333333,0.5194351199315861,space,0.05477682896889746,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/pointed_maps_images/10cn.jpeg,,,,,,,,,,,,,0,37,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.48071024101228,215.48071024101228,215.48071024101228,215.48071024101228,215.48071024101228,215.93978140305262,1.4770833333333333,0.4411969269858673,space,0.08408418495673686,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/pointed_maps_images/13cs.jpeg,,,,,,,,,,,,,0,38,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.06294428603724,216.06294428603724,216.06294428603724,216.06294428603724,216.06294428603724,216.4397099870257,1.4770833333333333,0.3586347399977967,space,0.1566395489498973,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,63,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cn,images/pointed_maps_images/3cn.jpeg,,,,,,,,,,,,,0,39,39,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.6379780820571,216.6379780820571,216.6379780820571,216.6379780820571,216.6379780820571,217.13926710106898,1.23125,0.4859820900019258,space,0.0384744688635692,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,12,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12in,images/pointed_maps_images/12in.jpeg,,,,,,,,,,,,,0,40,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.21380945609417,217.21380945609417,217.21380945609417,217.21380945609417,217.21380945609417,217.77274571207818,1.23125,0.5395875090034679,space,0.6119183140108362,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/pointed_maps_images/11cs.jpeg,,,,,,,,,,,,,0,41,41,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.4164638190996,218.4164638190996,218.4164638190996,218.4164638190996,218.4164638190996,218.87274735909887,1.4229166666666666,0.44141763006336987,space,0.138157763867639,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,60,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cn,images/pointed_maps_images/20cn.jpeg,,,,,,,,,,,,,0,42,42,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.04694469703827,219.04694469703827,219.04694469703827,219.04694469703827,219.04694469703827,219.5557728341082,1.5770833333333334,0.49122481199447066,space,0.11934068787377328,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,23,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3in,images/pointed_maps_images/3in.jpeg,,,,,,,,,,,,,0,43,43,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.71392245800234,219.71392245800234,219.71392245800234,219.71392245800234,219.71392245800234,220.2896886530798,1.7520833333333332,0.5556688370415941,space,0.11047837196383625,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/pointed_maps_images/4cn.jpeg,,,,,,,,,,,,,0,44,44,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.43307777110022,220.43307777110022,220.43307777110022,220.43307777110022,220.43307777110022,221.056078944006,1.5083333333333333,0.6060549630783498,space,0.05685440090019256,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,34,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14is,images/pointed_maps_images/14is.jpeg,,,,,,,,,,,,,0,45,45,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.14978976803832,221.14978976803832,221.14978976803832,221.14978976803832,221.14978976803832,221.73943455005065,1.4020833333333333,0.5731905250577256,space,0.12334397190716118,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,57,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17is,images/pointed_maps_images/17is.jpeg,,,,,,,,,,,,,0,46,46,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.89793822809588,221.89793822809588,221.89793822809588,221.89793822809588,221.89793822809588,222.47265805210918,1.2541666666666667,0.5578860639361665,space,0.08943282894324511,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,72,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12is,images/pointed_maps_images/12is.jpeg,,,,,,,,,,,,,0,47,47,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.60598764603492,222.60598764603492,222.60598764603492,222.60598764603492,222.60598764603492,223.2057756501017,1.1333333333333333,0.5855583800002933,space,0.08797220000997186,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,35,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15in,images/pointed_maps_images/15in.jpeg,,,,,,,,,,,,,0,48,48,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.33208641503006,223.33208641503006,223.33208641503006,223.33208641503006,223.33208641503006,223.90598930604756,1.31875,0.5566869550384581,space,0.06916438101325184,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,77,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17in,images/pointed_maps_images/17in.jpeg,,,,,,,,,,,,,0,49,49,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.01774520601612,224.01774520601612,224.01774520601612,224.01774520601612,224.01774520601612,224.5225554330973,1.4979166666666668,0.48734107706695795,space,0.1203222390031442,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,33,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cn,images/pointed_maps_images/13cn.jpeg,,,,,,,,,,,,,0,50,50,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.6812880471116,224.6812880471116,224.6812880471116,224.6812880471116,224.6812880471116,225.28954887809232,1.5833333333333335,0.5886949159903452,space,0.1188618999440223,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,22,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2is,images/pointed_maps_images/2is.jpeg,,,,,,,,,,,,,0,51,51,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.44788347906433,225.44788347906433,225.44788347906433,225.44788347906433,225.44788347906433,225.98964370402973,1.7333333333333334,0.5236923370976001,space,0.10581065993756056,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,32,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cs,images/pointed_maps_images/12cs.jpeg,,,,,,,,,,,,,0,52,52,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.13894833100494,226.13894833100494,226.13894833100494,226.13894833100494,226.13894833100494,226.72276269900613,1.8229166666666667,0.5698624410433695,space,0.0775819409172982,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/pointed_maps_images/8in.jpeg,,,,,,,,,,,,,0,53,53,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.8341375309974,226.8341375309974,226.8341375309974,226.8341375309974,226.8341375309974,227.37273426901083,1.5875,0.5242076710565016,space,0.15751902700867504,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/pointed_maps_images/18is.jpeg,,,,,,,,,,,,,0,54,54,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.56767998205032,227.56767998205032,227.56767998205032,227.56767998205032,227.56767998205032,228.07223025907297,1.4833333333333334,0.48839856102131307,space,0.05440152692608535,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/pointed_maps_images/20is.jpeg,,,,,,,,,,,,,0,55,55,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.1622713690158,228.1622713690158,228.1622713690158,228.1622713690158,228.1622713690158,228.73936936701648,1.375,0.5577282760059461,space,0.052920526009984314,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/pointed_maps_images/11is.jpeg,,,,,,,,,,,,,0,56,56,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.8296351910103,228.8296351910103,228.8296351910103,228.8296351910103,228.8296351910103,229.53933589707594,1.3020833333333335,0.691034677089192,space,0.07975437992718071,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/pointed_maps_images/10cs.jpeg,,,,,,,,,,,,,0,57,57,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.64995169604663,229.64995169604663,229.64995169604663,229.64995169604663,229.64995169604663,230.289257053053,1.2104166666666667,0.6242274190299213,space,0.10057961696293205,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,69,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9in,images/pointed_maps_images/9in.jpeg,,,,,,,,,,,,,0,58,58,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.42990480409935,230.42990480409935,230.42990480409935,230.42990480409935,230.42990480409935,231.02265636704396,1.1270833333333332,0.5734857129864395,space,0.0856386210070923,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,27,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7in,images/pointed_maps_images/7in.jpeg,,,,,,,,,,,,,0,59,59,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.1451444820268,231.1451444820268,231.1451444820268,231.1451444820268,231.1451444820268,231.75616898201406,1.05,0.592737453058362,space,0.15137727803085,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,28,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cs,images/pointed_maps_images/8cs.jpeg,,,,,,,,,,,,,0,60,60,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.94707656209357,231.94707656209357,231.94707656209357,231.94707656209357,231.94707656209357,232.5229300140636,1.00625,0.5586944679962471,space,0.15714142797514796,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/pointed_maps_images/2cn.jpeg,,,,,,,,,,,,,0,61,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.7174793210579,232.7174793210579,232.7174793210579,232.7174793210579,232.7174793210579,233.2391540640965,1.175,0.5054033099440858,space,0.17513002594932914,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/pointed_maps_images/8is.jpeg,,,,,,,,,,,,,0,62,62,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.45167751505505,233.45167751505505,233.45167751505505,233.45167751505505,233.45167751505505,233.9894312400138,1.3666666666666667,0.524706366006285,space,0.24035239592194557,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,55,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cs,images/pointed_maps_images/15cs.jpeg,,,,,,,,,,,,,0,63,63,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.26739957008976,234.26739957008976,234.26739957008976,234.26739957008976,234.26739957008976,234.7559906950919,1.6083333333333334,0.47519704909063876,space,0.18313224997837096,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,48,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cn,images/pointed_maps_images/8cn.jpeg,,,,,,,,,,,,,0,64,64,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.97310230706353,234.97310230706353,234.97310230706353,234.97310230706353,234.97310230706353,235.5226244450314,1.74375,0.5375267269555479,space,0.18735092994756997,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,76,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16is,images/pointed_maps_images/16is.jpeg,,,,,,,,,,,,,0,65,65,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.74749594705645,235.74749594705645,235.74749594705645,235.74749594705645,235.74749594705645,236.3060406310251,1.81875,0.5408414390403777,space,0.11060357990209013,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,45,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5is,images/pointed_maps_images/5is.jpeg,,,,,,,,,,,,,0,66,66,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.4511078291107,236.4511078291107,236.4511078291107,236.4511078291107,236.4511078291107,237.0727488710545,1.8791666666666667,0.6085339379496872,space,0.10689414595253766,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,61,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1in,images/pointed_maps_images/1in.jpeg,,,,,,,,,,,,,0,67,67,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.2179289710475,237.2179289710475,237.2179289710475,237.2179289710475,237.2179289710475,237.73949400801212,2,0.5074131139554083,space,0.2366926670074463,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,53,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13is,images/pointed_maps_images/13is.jpeg,,,,,,,,,,,,,0,68,68,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.01370603509713,238.01370603509713,238.01370603509713,238.01370603509713,238.01370603509713,238.47263597301207,1.8291666666666666,0.44206091307569295,space,0.1841137829469517,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,41,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1is,images/pointed_maps_images/1is.jpeg,,,,,,,,,,,,,0,69,69,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.6952172680758,238.6952172680758,238.6952172680758,238.6952172680758,238.6952172680758,239.18916958302725,1.6020833333333333,0.475385781028308,space,0.14653550798539072,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,73,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13in,images/pointed_maps_images/13in.jpeg,,,,,,,,,,,,,0,70,70,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.37277472903952,239.37277472903952,239.37277472903952,239.37277472903952,239.37277472903952,239.98933622799814,1.48125,0.6037879049545154,space,0.2222739029675722,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,54,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14in,images/pointed_maps_images/14in.jpeg,,,,,,,,,,,,,0,71,71,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.24775733309798,240.24775733309798,240.24775733309798,240.24775733309798,240.24775733309798,240.8726009390084,1.3708333333333333,0.6063521350733936,space,0.12074785202275962,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,71,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cn,images/pointed_maps_images/11cn.jpeg,,,,,,,,,,,,,0,72,72,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0324332260061,241.0324332260061,241.0324332260061,241.0324332260061,241.0324332260061,241.62245515710674,1.2520833333333332,0.5719271369744092,space,0.08492750197183341,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/pointed_maps_images/4in.jpeg,,,,,,,,,,,,,0,73,73,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.74682279804256,241.74682279804256,241.74682279804256,241.74682279804256,241.74682279804256,242.32266482210252,1.1666666666666667,0.5582895330153406,space,0.11920881795231253,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/pointed_maps_images/17cn.jpeg,,,,,,,,,,,,,0,74,74,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.48090742109343,242.48090742109343,242.48090742109343,242.48090742109343,242.48090742109343,243.05597685300745,1.0854166666666667,0.5562915100017563,space,0.12382875999901444,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,65,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5in,images/pointed_maps_images/5in.jpeg,,,,,,,,,,,,,0,75,75,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.22376398206688,243.22376398206688,243.22376398206688,243.22376398206688,243.22376398206688,243.78921809303574,1.0354166666666667,0.5533792559290305,space,0.1346106780692935,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/pointed_maps_images/17cs.jpeg,,,,,,,,,,,,,0,76,76,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.96404178009834,243.96404178009834,243.96404178009834,243.96404178009834,243.96404178009834,244.5395774510689,1.0083333333333333,0.5591503049945459,space,0.1766918470384553,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,46,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6in,images/pointed_maps_images/6in.jpeg,,,,,,,,,,,,,0,77,77,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.7511992850341,244.7511992850341,244.7511992850341,244.7511992850341,244.7511992850341,245.33938270807266,1,0.5732878579292446,space,0.13223053398542106,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,78,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cs,images/pointed_maps_images/18cs.jpeg,,,,,,,,,,,,,0,78,78,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.50118624500465,245.50118624500465,245.50118624500465,245.50118624500465,245.50118624500465,246.03865231701639,1.1083333333333334,0.5233316650846973,space,0.20662337087560445,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,39,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19in,images/pointed_maps_images/19in.jpeg,,,,,,,,,,,,,0,79,79,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.28499956603628,246.28499956603628,246.28499956603628,246.28499956603628,246.28499956603628,246.77257524209563,1.3104166666666668,0.4729760449845344,space,0.16125097090844065,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.96556856005918,246.96556856005918,246.96556856005918,246.96556856005918,246.96556856005918,250.65575085405726,1,['space'],[0.5181429799413309],,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
