consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,scale_slider.started,next_slide_text.started,key_resp_3.started,scale_slider.response,scale_slider.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,mouse_2.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,18,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cn,images/all_images/18cn.jpeg,,,,,,,,,,,,,0,26,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.15891016897513,92.15891016897513,92.15891016897513,92.15891016897513,92.15891016897513,92.30456941499142,1.6194444444444445,0.113282200996764,space,0.1002066740184091,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,34,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14is,images/all_images/14is.jpeg,,,,,,,,,,,,,0,27,27,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.50686514400877,92.50686514400877,92.50686514400877,92.50686514400877,92.50686514400877,92.65450050897198,1.6194444444444445,0.2667987400200218,space,0.054294093046337366,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,65,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5in,images/all_images/5in.jpeg,,,,,,,,,,,,,0,28,28,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.84777916799067,92.84777916799067,92.84777916799067,92.84777916799067,92.84777916799067,92.97686039999826,1.6194444444444445,0.10888358001830056,space,0.0659752800129354,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,39,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19in,images/all_images/19in.jpeg,,,,,,,,,,,,,0,29,29,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.19511754496489,93.19511754496489,93.19511754496489,93.19511754496489,93.19511754496489,93.34913243696792,1.6194444444444445,0.1382952770218253,space,0.03890145296463743,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,41,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1is,images/all_images/1is.jpeg,,,,,,,,,,,,,0,30,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.53796827496262,93.53796827496262,93.53796827496262,93.53796827496262,93.53796827496262,93.64565793197835,1.6194444444444445,0.1545184410060756,space,0.08124921895796433,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/all_images/10cn.jpeg,,,,,,,,,,,,,0,31,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.81730396300554,93.81730396300554,93.81730396300554,93.81730396300554,93.81730396300554,93.98066959099378,1.6194444444444445,0.17911803803872317,space,0.10388640203746036,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/all_images/14cn.jpeg,,,,,,,,,,,,,0,32,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.18058994598687,94.18058994598687,94.18058994598687,94.18058994598687,94.18058994598687,94.3757435499574,1.6194444444444445,0.19201542699011043,space,0.05869437602814287,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,69,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9in,images/all_images/9in.jpeg,,,,,,,,,,,,,0,33,33,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.55504893499892,94.55504893499892,94.55504893499892,94.55504893499892,94.55504893499892,94.72197316796519,1.6194444444444445,0.1550153159769252,space,0.06486655899789184,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,23,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3in,images/all_images/3in.jpeg,,,,,,,,,,,,,0,34,34,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.89642473496497,94.89642473496497,94.89642473496497,94.89642473496497,94.89642473496497,95.03689488297096,1.6194444444444445,0.3049340510042384,space,0.12422815902391449,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/all_images/4in.jpeg,,,,,,,,,,,,,0,35,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.27170973096509,95.27170973096509,95.27170973096509,95.27170973096509,95.27170973096509,95.36752267397242,1.6194444444444445,0.2656616359599866,space,0.1536518480279483,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/all_images/8is.jpeg,,,,,,,,,,,,,0,36,36,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.63101876399014,95.63101876399014,95.63101876399014,95.63101876399014,95.63101876399014,95.75446615298279,1.6194444444444445,0.2987648929702118,space,0.11456203600391746,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,48,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cn,images/all_images/8cn.jpeg,,,,,,,,,,,,,0,37,37,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.00405537598999,96.00405537598999,96.00405537598999,96.00405537598999,96.00405537598999,96.05646235798486,1.6194444444444445,0.0652271099970676,space,0.004558122018352151,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,72,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12is,images/all_images/12is.jpeg,,,,,,,,,,,,,0,38,38,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.19856015400728,96.19856015400728,96.19856015400728,96.19856015400728,96.19856015400728,96.45450833399082,1.6194444444444445,0.41249756200704724,space,0.15586616599466652,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/all_images/18in.jpeg,,,,,,,,,,,,,0,39,39,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.74842519499362,96.74842519499362,96.74842519499362,96.74842519499362,96.74842519499362,96.95438913197722,1.6194444444444445,0.16196236800169572,space,0.034798415028490126,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,45,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5is,images/all_images/5is.jpeg,,,,,,,,,,,,,0,40,40,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.10996537498431,97.10996537498431,97.10996537498431,97.10996537498431,97.10996537498431,97.30476610700134,1.6194444444444445,0.339353178977035,space,0.26051139703486115,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/all_images/10cs.jpeg,,,,,,,,,,,,,0,41,41,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.68338220898295,97.68338220898295,97.68338220898295,97.68338220898295,97.68338220898295,97.87122305098455,1.6194444444444445,0.14577894401736557,space,0.06735311198281124,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/all_images/8in.jpeg,,,,,,,,,,,,,0,42,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.06954438099638,98.06954438099638,98.06954438099638,98.06954438099638,98.06954438099638,98.22321217000717,1.6194444444444445,0.14931165904272348,space,0.07229134504450485,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/all_images/13cs.jpeg,,,,,,,,,,,,,0,43,43,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.43167608999647,98.43167608999647,98.43167608999647,98.43167608999647,98.43167608999647,98.55297155497828,1.6194444444444445,0.2894006969872862,space,0.13058780500432476,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/all_images/5cs.jpeg,,,,,,,,,,,,,0,44,44,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.81917746498948,98.81917746498948,98.81917746498948,98.81917746498948,98.81917746498948,98.92121825099457,1.6194444444444445,0.2645621139672585,space,0.12277299602283165,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/all_images/18is.jpeg,,,,,,,,,,,,,0,45,45,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.18371796701103,99.18371796701103,99.18371796701103,99.18371796701103,99.18371796701103,99.25570250896271,1.6194444444444445,0.24974936101352796,space,0.1818347760126926,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,43,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cs,images/all_images/3cs.jpeg,,,,,,,,,,,,,0,46,46,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.56450413097627,99.56450413097627,99.56450413097627,99.56450413097627,99.56450413097627,99.61566464899806,1.6194444444444445,0.061364364984910935,space,0.008231526997406036,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,20,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20in,images/all_images/20in.jpeg,,,,,,,,,,,,,0,47,47,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.76749875600217,99.76749875600217,99.76749875600217,99.76749875600217,99.76749875600217,99.81365234300029,1.6194444444444445,0.06031590001657605,space,0.0026221119915135205,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,28,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cs,images/all_images/8cs.jpeg,,,,,,,,,,,,,0,48,48,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.95853985100985,99.95853985100985,99.95853985100985,99.95853985100985,99.95853985100985,100.17913484497694,1.6194444444444445,0.22605398896848783,space,0.06667842000024393,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/all_images/16in.jpeg,,,,,,,,,,,,,0,49,49,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.39327999897068,100.39327999897068,100.39327999897068,100.39327999897068,100.39327999897068,100.57347195397597,1.6194444444444445,0.1486957010347396,space,0.0717745300498791,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/all_images/11in.jpeg,,,,,,,,,,,,,0,50,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.78594461997272,100.78594461997272,100.78594461997272,100.78594461997272,100.78594461997272,100.95028622099198,1.6194444444444445,0.2925456300145015,space,0.10520257597090676,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/all_images/16cn.jpeg,,,,,,,,,,,,,0,51,51,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.17265391600085,101.17265391600085,101.17265391600085,101.17265391600085,101.17265391600085,101.28844111296348,1.6194444444444445,0.28250945097533986,space,0.17724499403266236,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/all_images/6cn.jpeg,,,,,,,,,,,,,0,52,52,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.58186799898976,101.58186799898976,101.58186799898976,101.58186799898976,101.58186799898976,101.63306810898939,1.6194444444444445,0.0784115240094252,space,0.02395434700883925,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,54,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14in,images/all_images/14in.jpeg,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7668672479922,101.7668672479922,101.7668672479922,101.7668672479922,101.7668672479922,101.81750025897054,1.6194444444444445,0.07854782597860321,space,0.05904851999366656,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/all_images/4cn.jpeg,,,,,,,,,,,,,0,54,54,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.98359037999762,101.98359037999762,101.98359037999762,101.98359037999762,101.98359037999762,102.17284603597363,1.6194444444444445,0.20622240903321654,space,0.11394900502637029,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/all_images/20is.jpeg,,,,,,,,,,,,,0,55,55,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.42757574096322,102.42757574096322,102.42757574096322,102.42757574096322,102.42757574096322,102.55963125900598,1.6194444444444445,0.2740381109761074,space,0.11118902103044093,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/all_images/15is.jpeg,,,,,,,,,,,,,0,56,56,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.79451412300114,102.79451412300114,102.79451412300114,102.79451412300114,102.79451412300114,102.93514295300702,1.6194444444444445,0.2916392009938136,space,0.10077861900208518,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,59,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cs,images/all_images/19cs.jpeg,,,,,,,,,,,,,0,57,57,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.16723362897756,103.16723362897756,103.16723362897756,103.16723362897756,103.16723362897756,103.22806616098387,1.6194444444444445,0.4093133579590358,space,0.4008147790445946,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/all_images/2cn.jpeg,,,,,,,,,,,,,0,58,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.75833827996394,103.75833827996394,103.75833827996394,103.75833827996394,103.75833827996394,104.29574359499384,1.6194444444444445,0.5197088700369932,space,0.04623225302202627,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/all_images/5cn.jpeg,,,,,,,,,,,,,0,59,59,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.47876747295959,104.47876747295959,104.47876747295959,104.47876747295959,104.47876747295959,104.67206946597435,1.6194444444444445,0.19669067801441997,space,0.031511790002696216,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,78,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cs,images/all_images/18cs.jpeg,,,,,,,,,,,,,0,60,60,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.80593852500897,104.80593852500897,104.80593852500897,104.80593852500897,104.80593852500897,105.01264335401356,1.6194444444444445,0.20985748298699036,space,0.028974707005545497,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,24,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cs,images/all_images/4cs.jpeg,,,,,,,,,,,,,0,61,61,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.15770902996883,105.15770902996883,105.15770902996883,105.15770902996883,105.15770902996883,105.38777771196328,1.6194444444444445,0.20502743602264673,space,0.03336299699731171,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/all_images/16cs.jpeg,,,,,,,,,,,,,0,62,62,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5476822470082,105.5476822470082,105.5476822470082,105.5476822470082,105.5476822470082,105.72569663898321,1.6194444444444445,0.18176991603104398,space,0.06042640301166102,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,35,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15in,images/all_images/15in.jpeg,,,,,,,,,,,,,0,63,63,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.93446878896793,105.93446878896793,105.93446878896793,105.93446878896793,105.93446878896793,107.07100282097235,1.6194444444444445,1.0993216840433888,space,0.005198637023568153,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,63,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cn,images/all_images/3cn.jpeg,,,,,,,,,,,,,0,64,64,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.23178809398087,107.23178809398087,107.23178809398087,107.23178809398087,107.23178809398087,107.3692694939673,1.6194444444444445,0.13220934197306633,space,0.06967445102054626,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/all_images/15cn.jpeg,,,,,,,,,,,,,0,65,65,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.57029410399264,107.57029410399264,107.57029410399264,107.57029410399264,107.57029410399264,107.76040113996714,1.6194444444444445,0.17569552001077682,space,0.044099501974415034,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,30,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10is,images/all_images/10is.jpeg,,,,,,,,,,,,,0,66,66,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.92285226599779,107.92285226599779,107.92285226599779,107.92285226599779,107.92285226599779,108.16340389300603,1.6194444444444445,0.21780892001697794,space,0.040195588022470474,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/all_images/1cs.jpeg,,,,,,,,,,,,,0,67,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.32099729101174,108.32099729101174,108.32099729101174,108.32099729101174,108.32099729101174,108.47375966096297,1.6194444444444445,0.28852361300960183,space,0.10584923502756283,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/all_images/11cs.jpeg,,,,,,,,,,,,,0,68,68,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.71558793098666,108.71558793098666,108.71558793098666,108.71558793098666,108.71558793098666,108.81059717200696,1.6194444444444445,0.25579431001096964,space,0.14463236997835338,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,64,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4is,images/all_images/4is.jpeg,,,,,,,,,,,,,0,69,69,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.10404679097701,109.10404679097701,109.10404679097701,109.10404679097701,109.10404679097701,109.19309191301,1.6194444444444445,0.2472038510022685,space,0.12127071304712445,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/all_images/17cn.jpeg,,,,,,,,,,,,,0,70,70,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.44025087699993,109.44025087699993,109.44025087699993,109.44025087699993,109.44025087699993,109.60438024200266,1.6194444444444445,0.252169954997953,space,0.07642065401887521,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,21,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cn,images/all_images/1cn.jpeg,,,,,,,,,,,,,0,71,71,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.8228626959608,109.8228626959608,109.8228626959608,109.8228626959608,109.8228626959608,109.90516796300653,1.6194444444444445,0.08303141704527661,space,0.11379253800259903,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,57,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17is,images/all_images/17is.jpeg,,,,,,,,,,,,,0,72,72,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.12779371300712,110.12779371300712,110.12779371300712,110.12779371300712,110.12779371300712,110.25219185999595,1.6194444444444445,0.3109096799744293,space,0.15029291401151568,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,71,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cn,images/all_images/11cn.jpeg,,,,,,,,,,,,,0,73,73,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5215017189621,110.5215017189621,110.5215017189621,110.5215017189621,110.5215017189621,110.65440055995714,1.6194444444444445,0.29371858801459894,space,0.19191054499242455,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/all_images/7cs.jpeg,,,,,,,,,,,,,0,74,74,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.96300114400219,110.96300114400219,110.96300114400219,110.96300114400219,110.96300114400219,111.03069343598327,1.6194444444444445,0.08065993996569887,space,0.1128623730619438,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_15h23.08.726,BZ,2022.2.4,None,
