consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text1.started,scales_images.started,add_question_text2.started,next_slide_text.started,spacebar_continue_7.started,scale_slider.response,spacebar_continue_7.keys,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/pointed_maps_images/10cn.jpeg,,,,,,,,,,,,,0,30,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.76691043295432,83.76691043295432,83.76691043295432,83.76691043295432,83.76691043295432,83.81517477100715,1.5520833333333335,0.042449794011190534,space,0.08331038302276284,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/pointed_maps_images/8in.jpeg,,,,,,,,,,,,,0,31,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.93324901396409,83.93324901396409,83.93324901396409,83.93324901396409,83.93324901396409,83.98191029799636,1.5520833333333335,0.043210963951423764,space,0.09399408602621406,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,23,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3in,images/pointed_maps_images/3in.jpeg,,,,,,,,,,,,,0,32,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.11100577900652,84.11100577900652,84.11100577900652,84.11100577900652,84.11100577900652,84.14863052591681,1.5520833333333335,0.02997233299538493,space,0.08803126111160964,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/pointed_maps_images/18is.jpeg,,,,,,,,,,,,,0,33,33,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.27437207195908,84.27437207195908,84.27437207195908,84.27437207195908,84.27437207195908,84.31487499794457,1.5520833333333335,0.027539877104572952,space,0.08405268203932792,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/pointed_maps_images/4in.jpeg,,,,,,,,,,,,,0,34,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.43469516001642,84.43469516001642,84.43469516001642,84.43469516001642,84.43469516001642,84.49882492201868,1.5520833333333335,0.05193560302723199,space,0.08309010905213654,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,77,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17in,images/pointed_maps_images/17in.jpeg,,,,,,,,,,,,,0,35,35,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.61181970394682,84.61181970394682,84.61181970394682,84.61181970394682,84.61181970394682,84.64864965796005,1.5520833333333335,0.02887536503840238,space,0.11255563795566559,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,35,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15in,images/pointed_maps_images/15in.jpeg,,,,,,,,,,,,,0,36,36,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.79321154602803,84.79321154602803,84.79321154602803,84.79321154602803,84.79321154602803,84.9651639109943,1.5520833333333335,0.1581294439965859,space,0.14990393200423568,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,65,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5in,images/pointed_maps_images/5in.jpeg,,,,,,,,,,,,,0,37,37,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.14406930701807,85.14406930701807,85.14406930701807,85.14406930701807,85.14406930701807,85.33188066899311,1.5520833333333335,0.17567657702602446,space,0.12378383299801499,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,54,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14in,images/pointed_maps_images/14in.jpeg,,,,,,,,,,,,,0,38,38,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.49145515693817,85.49145515693817,85.49145515693817,85.49145515693817,85.49145515693817,85.66479004791472,1.5520833333333335,0.3088586130179465,space,0.1755150839453563,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,39,39,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.88031015102752,85.88031015102752,85.88031015102752,85.88031015102752,85.88031015102752,85.96547878999263,1.5520833333333335,0.07543259707745165,space,0.06523123406805098,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/pointed_maps_images/2cs.jpeg,,,,,,,,,,,,,0,40,40,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.06371969298925,86.06371969298925,86.06371969298925,86.06371969298925,86.06371969298925,86.11517386802007,1.5520833333333335,0.0418310530949384,space,0.09460367809515446,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/pointed_maps_images/5cn.jpeg,,,,,,,,,,,,,0,41,41,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.244324401021,86.244324401021,86.244324401021,86.244324401021,86.244324401021,86.28196380694862,1.5520833333333335,0.029174709925428033,space,0.10075709002558142,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/pointed_maps_images/15is.jpeg,,,,,,,,,,,,,0,42,42,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4267724850215,86.4267724850215,86.4267724850215,86.4267724850215,86.4267724850215,86.44855953997467,1.5520833333333335,0.016214214963838458,space,0.10639166401233524,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,60,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cn,images/pointed_maps_images/20cn.jpeg,,,,,,,,,,,,,0,43,43,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.59231737698428,86.59231737698428,86.59231737698428,86.59231737698428,86.59231737698428,86.61502125591505,1.5520833333333335,0.01603096805047244,space,0.1361883389763534,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/pointed_maps_images/7cs.jpeg,,,,,,,,,,,,,0,44,44,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.78949602891225,86.78949602891225,86.78949602891225,86.78949602891225,86.78949602891225,86.96488825802226,1.5520833333333335,0.307549984077923,space,0.18298890197183937,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,28,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cs,images/pointed_maps_images/8cs.jpeg,,,,,,,,,,,,,0,45,45,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.18151875794865,87.18151875794865,87.18151875794865,87.18151875794865,87.18151875794865,87.28205761697609,1.5520833333333335,0.08827890700194985,space,0.061581703019328415,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,52,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cn,images/pointed_maps_images/12cn.jpeg,,,,,,,,,,,,,0,46,46,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.38015264691785,87.38015264691785,87.38015264691785,87.38015264691785,87.38015264691785,87.46476524195168,1.5520833333333335,0.0735734220361337,space,0.0751032039988786,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/pointed_maps_images/10cs.jpeg,,,,,,,,,,,,,0,47,47,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.57687006692868,87.57687006692868,87.57687006692868,87.57687006692868,87.57687006692868,87.64835898100864,1.5520833333333335,0.05746877193450928,space,0.07933560607489198,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/pointed_maps_images/8is.jpeg,,,,,,,,,,,,,0,48,48,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.7631510659121,87.7631510659121,87.7631510659121,87.7631510659121,87.7631510659121,87.81496336194687,1.5520833333333335,0.04325643496122211,space,0.09180719405412674,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,43,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cs,images/pointed_maps_images/3cs.jpeg,,,,,,,,,,,,,0,49,49,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.943427213002,87.943427213002,87.943427213002,87.943427213002,87.943427213002,88.14859877899289,1.5520833333333335,0.1935759459156543,space,0.1261655780253932,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/pointed_maps_images/11in.jpeg,,,,,,,,,,,,,0,50,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.30930818291381,88.30930818291381,88.30930818291381,88.30930818291381,88.30930818291381,88.48148314794526,1.5520833333333335,0.3402796509908512,space,0.15345776302274317,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,45,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5is,images/pointed_maps_images/5is.jpeg,,,,,,,,,,,,,0,51,51,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.66944197099656,88.66944197099656,88.66944197099656,88.66944197099656,88.66944197099656,88.81531342398375,1.5520833333333335,0.12661530391778797,space,0.03170000109821558,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,40,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cs,images/pointed_maps_images/20cs.jpeg,,,,,,,,,,,,,0,52,52,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8842054499546,88.8842054499546,88.8842054499546,88.8842054499546,88.8842054499546,88.9815132409567,1.5520833333333335,0.08752898301463574,space,0.036491401959210634,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/pointed_maps_images/5cs.jpeg,,,,,,,,,,,,,0,53,53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.05761055892799,89.05761055892799,89.05761055892799,89.05761055892799,89.05761055892799,89.16498969495296,1.5520833333333335,0.09024769091047347,space,0.046815887093544006,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/pointed_maps_images/17cn.jpeg,,,,,,,,,,,,,0,54,54,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2464669009205,89.2464669009205,89.2464669009205,89.2464669009205,89.2464669009205,89.33185669791419,1.5520833333333335,0.07340091501828283,space,0.07662234199233353,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,41,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1is,images/pointed_maps_images/1is.jpeg,,,,,,,,,,,,,0,55,55,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.44560486194678,89.44560486194678,89.44560486194678,89.44560486194678,89.44560486194678,89.481189514976,1.5520833333333335,0.032175306929275393,space,0.12245983502361923,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,67,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cn,images/pointed_maps_images/7cn.jpeg,,,,,,,,,,,,,0,56,56,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.64046306500677,89.64046306500677,89.64046306500677,89.64046306500677,89.64046306500677,89.66498753800988,1.5520833333333335,0.015908030909486115,space,0.12162351200822741,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/pointed_maps_images/11cs.jpeg,,,,,,,,,,,,,0,57,57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.82030280097388,89.82030280097388,89.82030280097388,89.82030280097388,89.82030280097388,89.99812413495965,1.5520833333333335,0.3268418610095978,space,0.1717484900727868,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/pointed_maps_images/6is.jpeg,,,,,,,,,,,,,0,58,58,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.21022404392716,90.21022404392716,90.21022404392716,90.21022404392716,90.21022404392716,90.34841477894224,1.5520833333333335,0.12024633109103888,space,0.004960044985637069,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,21,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cn,images/pointed_maps_images/1cn.jpeg,,,,,,,,,,,,,0,59,59,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.39059327798896,90.39059327798896,90.39059327798896,90.39059327798896,90.39059327798896,90.49857920897193,1.5520833333333335,0.08982003200799227,space,0.030066723003983498,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/pointed_maps_images/16cs.jpeg,,,,,,,,,,,,,0,60,60,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.56747461296618,90.56747461296618,90.56747461296618,90.56747461296618,90.56747461296618,90.64800770801958,1.5520833333333335,0.07059381401631981,space,0.06057369103655219,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/pointed_maps_images/9cn.jpeg,,,,,,,,,,,,,0,61,61,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7464776339475,90.7464776339475,90.7464776339475,90.7464776339475,90.7464776339475,90.83186727494467,1.5520833333333335,0.07391023798845708,space,0.04643807199317962,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,32,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cs,images/pointed_maps_images/12cs.jpeg,,,,,,,,,,,,,0,62,62,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.91420894791372,90.91420894791372,90.91420894791372,90.91420894791372,90.91420894791372,90.99876080395188,1.5520833333333335,0.07406192598864436,space,0.05481794197112322,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/pointed_maps_images/17cs.jpeg,,,,,,,,,,,,,0,63,63,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.09281953598838,91.09281953598838,91.09281953598838,91.09281953598838,91.09281953598838,91.18196038494352,1.5520833333333335,0.07196819095406681,space,0.06886021001264453,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,27,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7in,images/pointed_maps_images/7in.jpeg,,,,,,,,,,,,,0,64,64,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.29283692291938,91.29283692291938,91.29283692291938,91.29283692291938,91.29283692291938,91.36515484901611,1.5520833333333335,0.054836336988955736,space,0.07416414609178901,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/pointed_maps_images/14cn.jpeg,,,,,,,,,,,,,0,65,65,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.47970120399259,91.47970120399259,91.47970120399259,91.47970120399259,91.47970120399259,91.56497871491592,1.5520833333333335,0.07455905200913548,space,0.09410474600736052,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,73,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13in,images/pointed_maps_images/13in.jpeg,,,,,,,,,,,,,0,66,66,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.69734167691786,91.69734167691786,91.69734167691786,91.69734167691786,91.69734167691786,91.931362962001,1.5520833333333335,0.222626261995174,space,0.11557416804134846,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,66,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cs,images/pointed_maps_images/6cs.jpeg,,,,,,,,,,,,,0,67,67,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.07658208091743,92.07658208091743,92.07658208091743,92.07658208091743,92.07658208091743,92.28144887101371,1.5520833333333335,0.18958005704917014,space,0.0996398210991174,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,12,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12in,images/pointed_maps_images/12in.jpeg,,,,,,,,,,,,,0,68,68,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.40966916095931,92.40966916095931,92.40966916095931,92.40966916095931,92.40966916095931,92.44790147501044,1.5520833333333335,0.029895722051151097,space,0.131875129067339,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/pointed_maps_images/16cn.jpeg,,,,,,,,,,,,,0,69,69,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6082212679321,92.6082212679321,92.6082212679321,92.6082212679321,92.6082212679321,92.64781891391613,1.5520833333333335,0.0301602779654786,space,0.10956373903900385,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/pointed_maps_images/1cs.jpeg,,,,,,,,,,,,,0,70,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.7920977009926,92.7920977009926,92.7920977009926,92.7920977009926,92.7920977009926,93.01479628798552,1.5520833333333335,0.2085450809681788,space,0.12987354397773743,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,18,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cn,images/pointed_maps_images/18cn.jpeg,,,,,,,,,,,,,0,71,71,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.17643168591894,93.17643168591894,93.17643168591894,93.17643168591894,93.17643168591894,93.36473759892397,1.5520833333333335,0.35727268492337316,space,0.16041139198932797,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,49,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9is,images/pointed_maps_images/9is.jpeg,,,,,,,,,,,,,0,72,72,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.55710729397833,93.55710729397833,93.55710729397833,93.55710729397833,93.55710729397833,93.73161872092169,1.5520833333333335,0.15746013692114502,space,0.0016781800659373403,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/pointed_maps_images/7is.jpeg,,,,,,,,,,,,,0,73,73,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.77137173293158,93.77137173293158,93.77137173293158,93.77137173293158,93.77137173293158,93.88136718596797,1.5520833333333335,0.09353304409887642,space,0.040550645091570914,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/pointed_maps_images/9cs.jpeg,,,,,,,,,,,,,0,74,74,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.96478891302831,93.96478891302831,93.96478891302831,93.96478891302831,93.96478891302831,94.06502445694059,1.5520833333333335,0.0912956140236929,space,0.054633321007713675,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/pointed_maps_images/19is.jpeg,,,,,,,,,,,,,0,75,75,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.15670686191879,94.15670686191879,94.15670686191879,94.15670686191879,94.15670686191879,94.24834993702825,1.5520833333333335,0.07435855094809085,space,0.05935720494017005,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/pointed_maps_images/2in.jpeg,,,,,,,,,,,,,0,76,76,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.35118826199323,94.35118826199323,94.35118826199323,94.35118826199323,94.35118826199323,94.43193028692622,1.5520833333333335,0.06749651196878403,space,0.0721189680043608,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,63,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cn,images/pointed_maps_images/3cn.jpeg,,,,,,,,,,,,,0,77,77,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5408076629974,94.5408076629974,94.5408076629974,94.5408076629974,94.5408076629974,94.63185996096581,1.5520833333333335,0.07410454901400954,space,0.059184798039495945,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,72,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12is,images/pointed_maps_images/12is.jpeg,,,,,,,,,,,,,0,78,78,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.72688137192745,94.72688137192745,94.72688137192745,94.72688137192745,94.72688137192745,94.81499955197796,1.5520833333333335,0.0740778559120372,space,0.05486487201415002,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/pointed_maps_images/13cs.jpeg,,,,,,,,,,,,,0,79,79,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.90793767094146,94.90793767094146,94.90793767094146,94.90793767094146,94.90793767094146,94.99866083799861,1.5520833333333335,0.07328291202429682,space,1.3952761819818988,,,,,,,,,,,,,,,,,,,,2023-03-22_22h01.07.778,BZ,2022.2.4,None,
